ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;20;10000;10000;86;0;11344;0;-8399;8907;11339;8399;0.0086;0.0019660000000000003;;16315;17589;4523;28966;16375;16219;27930;3551;8121151;16219
2;19;15750;15750;1086;0;7203;720;-5219;5913;7199;5939;0.06895238095238095;0.0012482539682539683;;196469;223952;5436;161963;196700;196380;227513;4767;8955436;196415
3;18;18900;18900;551;0;6002;0;-5101;5095;6000;5101;0.029153439153439153;0.0010402116402116403;;100031;101201;22659;322462;100031;99941;125036;21647;9478653;99976
4;17;25200;25200;209;0;4502;0;-3651;3648;4500;3651;0.008293650793650794;0.0007801587301587302;;38479;39563;40642;351149;38479;38384;66005;39641;10570718;38414
5;16;26250;26250;608;0;4322;60;-3398;3452;4320;3458;0.023161904761904762;0.000748952380952381;;110299;135764;5463;401387;110304;110209;314299;4492;10645766;110247
6;15;35000;35000;1355;0;3241;120;-2878;2979;3240;2998;0.038714285714285715;0.0005617142857142857;;244890;353385;4642;506121;248228;244796;494092;25905;11972302;244835
7;14;37800;37800;2939;0;3001;2030;-564;2549;3000;2594;0.07775132275132275;0.0005201058201058201;;530232;1015979;144650;754255;614340;530037;852634;145804;11942429;531862
8;13;40000;40000;417;0;2836;15;-2259;2266;2835;2274;0.010425;0.0004915000000000001;;75925;722931;24723;1287716;78670;75835;386812;726768;12258818;75872
9;12;45000;45000;274;0;2521;0;-1995;1986;2520;1995;0.0060888888888888885;0.0004368888888888889;;50187;50333;4649;1366916;50187;50097;324199;3670;13125282;50135
10;11;45360;45360;4567;0;2501;2881;676;2141;2500;2205;0.10068342151675486;0.0004334215167548501;;823411;2026915;11868;1420429;989481;823318;1275001;236509;12362873;827600
11;10;50000;50000;1219;0;2269;461;-1402;1847;2268;1863;0.02438;0.0003932;;220406;2410358;24739;2270977;302459;220316;455050;1456197;13493517;220960
12;9;56700;56700;4081;0;2001;1945;240;1651;2000;1705;0.07197530864197531;0.0003467372134038801;;735929;1688225;126600;2584900;904927;735835;1182561;2427997;13838236;739356
13;8;63000;63000;535;0;1801;59;-1457;1506;1800;1516;0.008492063492063492;0.00031206349206349207;;97163;1037078;205101;3551306;104895;97068;545929;3420436;15153850;97517
14;7;70000;70000;16428;0;1620;9437;7725;1554;1620;1712;0.23468571428571428;0.00028085714285714286;;3322703;7013769;273888;3668205;5295223;2959742;5040771;2415159;14063243;2977357
15;6;75600;75600;620;0;1500;276;-711;981;1500;987;0.0082010582010582;0.0002600529100529101;;112463;4814974;721742;8026041;201232;112368;316347;6186468;17134522;112764
16;5;81000;81000;7151;0;1400;3813;2488;1261;1400;1325;0.08828395061728395;0.00024271604938271607;;1288883;9883774;4666;8197618;3271372;1288790;2062804;7106319;17585256;1295190
17;4;84000;84000;1276;0;1350;557;-392;940;1350;949;0.01519047619047619;0.00023404761904761908;;230678;7478633;4666;12115515;561260;230584;874051;6785738;18240258;231842
18;3;90720;90720;832;0;1250;405;-395;788;1250;800;0.009171075837742505;0.00021671075837742504;;150628;7479321;839758;12349597;411024;150533;387135;7401463;19723679;151626
19;2;94500;94500;12057;678;1200;6490;5315;992;1200;1175;0.12758730158730158;0.00020804232804232805;;2446142;23675357;31612;18879688;13272544;2172495;2706226;9067769;18981276;2186664
20;1;100000;100000;2350;897;897;785;2;766;1134;783;0.0235;0.0001966;;424044;151380274;100645443;4371083180;22640360;424024;737537;10198763;22065042;426433
;;113435910;;;;;30054;;;;51429;0.9832912433862434;0.010918234744268077;0.9942094781305115
;;;;;;;-0.7112198043521661;;;;;
