ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;12;18000;18000;3536;0;56;0;0;0;56;0;0.19644444444444445;0.0022333333333333333
2;11;27000;27000;669;0;38;0;0;0;38;0;0.024777777777777777;0.001488888888888889
3;10;29000;29000;454;0;35;0;0;0;35;0;0.015655172413793102;0.001386206896551724
4;9;42000;42000;1468;0;24;1;-2;0;24;3;0.03495238095238095;0.0009571428571428571
5;8;45000;45000;2442;0;23;3;1;0;23;2;0.054266666666666664;0.0008933333333333334
6;7;46000;46000;5040;0;22;14;4;0;22;10;0.10956521739130434;0.0008739130434782608
7;6;46000;46000;309;0;22;0;-1;0;22;1;0.006717391304347826;0.0008739130434782608
8;5;62000;62000;10588;0;16;33;-2;0;16;35;0.1707741935483871;0.0006483870967741935
9;4;66000;66000;2429;0;15;5;-2;0;15;7;0.0368030303030303;0.0006090909090909092
10;3;77000;77000;2105;0;13;3;-1;0;13;4;0.027337662337662338;0.0005220779220779221
11;2;82000;82000;2575;0;13;9;1;0;13;8;0.031402439024390244;0.0004902439024390243
12;1;84000;84000;15101;1;12;51;23;0;12;28;0.17977380952380953;0.00047857142857142857
;;1000000;;;;;119;;;;98;0.8884701856879946;0.011455102655160138;0.8999252883431548
;;;;;;;0.17647058823529413;;;;;
