ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;18;14000;14000;48;0;72;0;0;0;72;0;0.0034285714285714284;0.002871428571428571
2;17;25000;25000;3483;0;40;9;0;0;40;9;0.13932;0.001608
3;16;33000;33000;1047;0;31;3;0;0;31;3;0.03172727272727273;0.0012181818181818183
4;15;34000;34000;41;0;30;0;0;0;30;0;0.0012058823529411764;0.0011823529411764705
5;14;36000;36000;1230;0;28;1;0;0;28;1;0.034166666666666665;0.0011166666666666666
6;13;39000;39000;3931;0;26;20;4;0;26;16;0.1007948717948718;0.0010307692307692307
7;12;39000;39000;2140;0;26;7;1;0;26;6;0.054871794871794874;0.0010307692307692307
8;11;51000;51000;771;0;20;2;1;0;20;1;0.015117647058823529;0.0007882352941176471
9;10;52000;52000;5359;0;20;16;-1;0;20;17;0.10305769230769231;0.000773076923076923
10;9;57000;57000;2930;0;18;8;-1;0;18;9;0.051403508771929826;0.0007052631578947368
11;8;61000;61000;2131;0;17;12;0;0;17;12;0.034934426229508195;0.000659016393442623
12;7;82000;82000;824;0;13;0;-2;0;13;2;0.010048780487804878;0.0004902439024390243
13;6;88000;88000;1696;0;12;5;1;0;12;4;0.01927272727272727;0.0004568181818181818
14;5;90000;90000;1543;0;12;4;-4;0;12;8;0.017144444444444445;0.0004466666666666667
15;4;91000;91000;124;0;11;1;0;0;11;1;0.0013626373626373627;0.0004417582417582418
16;3;96000;96000;3243;0;11;7;0;0;11;7;0.03378125;0.00041874999999999996
17;2;100000;100000;19750;0;10;75;12;0;10;63;0.1975;0.000402
18;1;100000;100000;3459;1;10;16;8;0;10;8;0.03459;0.000402
;;1000000;;;;;186;;;;167;0.8837281737776863;0.016041997220206033;0.8997701709978924
;;;;;;;0.10215053763440861;;;;;
