ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;20;34000;34000;1501;0;30;0;0;0;30;0;0.044147058823529414;0.0011823529411764705
2;19;40000;40000;6334;0;25;4;1;0;25;3;0.15835;0.0010049999999999998
3;18;48000;48000;2134;0;21;1;0;0;21;1;0.044458333333333336;0.0008374999999999999
4;17;58000;58000;96;0;18;0;0;0;18;0;0.0016551724137931034;0.000693103448275862
5;16;62000;62000;1429;0;17;0;0;0;17;0;0.023048387096774193;0.0006483870967741935
6;15;62000;62000;5821;0;17;9;2;0;17;7;0.09388709677419355;0.0006483870967741935
7;14;63000;63000;4208;0;16;5;-1;0;16;6;0.0667936507936508;0.0006380952380952382
8;13;66000;66000;4493;0;15;8;4;0;15;4;0.06807575757575758;0.0006090909090909092
9;12;69000;69000;1469;0;15;3;1;0;15;2;0.021289855072463768;0.0005826086956521739
10;11;74000;74000;1880;0;14;0;0;0;14;0;0.025405405405405406;0.0005432432432432432
11;10;75000;75000;1007;0;14;0;-1;0;14;1;0.013426666666666667;0.000536
12;9;75000;75000;1920;0;14;2;-3;0;14;5;0.0256;0.000536
13;8;75000;75000;155;0;14;2;2;0;14;0;0.0020666666666666667;0.000536
14;7;81000;81000;2635;0;13;8;1;0;13;7;0.032530864197530866;0.0004962962962962963
15;6;82000;82000;2234;0;13;6;3;0;13;3;0.02724390243902439;0.0004902439024390243
16;5;87000;87000;4764;0;12;10;3;0;12;7;0.054758620689655174;0.00046206896551724135
17;4;88000;88000;2549;0;12;3;-3;0;12;6;0.02896590909090909;0.0004568181818181818
18;3;89000;89000;478;0;12;1;-1;0;11;2;0.005370786516853933;0.00045168539325842697
19;2;97000;97000;696;0;11;0;-1;0;10;1;0.007175257731958763;0.00041443298969072163
20;1;97000;97000;13916;2;10;46;20;0;10;26;0.1434639175257732;0.00041443298969072163
;;1000000;;;;;108;;;;81;0.88771330881394;0.012181747387792898;0.8998950562017328
;;;;;;;0.25;;;;;
