ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;8;20000;20000;771;0;50;0;0;0;50;0;0.03855;0.0020099999999999996
2;7;33000;33000;15976;0;30;26;7;0;30;19;0.4841212121212121;0.0012181818181818183
3;6;36000;36000;1817;0;28;0;-3;0;28;3;0.050472222222222224;0.0011166666666666666
4;5;48000;48000;5319;0;21;12;3;0;21;9;0.1108125;0.0008374999999999999
5;4;51000;51000;1551;0;20;3;-1;0;20;4;0.030411764705882353;0.0007882352941176471
6;3;58000;58000;1919;0;18;4;0;0;18;4;0.03308620689655172;0.000693103448275862
7;2;63000;63000;6231;0;16;19;6;0;16;13;0.0989047619047619;0.0006380952380952382
8;1;67000;67000;3058;1;15;10;7;0;15;3;0.04564179104477612;0.0006000000000000001
;;1000000;;;;;74;;;;55;0.8920004588954066;0.007901782465337232;0.8999022413607438
;;;;;;;0.25675675675675674;;;;;
