ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;18;13000;13000;504;0;77;0;0;0;77;0;0.03876923076923077;0.003092307692307692
2;17;19000;19000;1450;0;53;4;-1;0;53;5;0.07631578947368421;0.0021157894736842106
3;16;19000;19000;446;0;53;0;0;0;53;0;0.023473684210526317;0.0021157894736842106
4;15;22000;22000;3780;0;46;19;4;0;46;15;0.17181818181818181;0.0018272727272727273
5;14;40000;40000;1368;0;25;4;1;0;25;3;0.0342;0.0010049999999999998
6;13;42000;42000;1186;0;24;4;1;0;24;3;0.02823809523809524;0.0009571428571428571
7;12;44000;44000;3649;0;23;13;0;0;23;13;0.08293181818181818;0.0009136363636363636
8;11;52000;52000;304;0;20;0;-1;0;20;1;0.005846153846153846;0.000773076923076923
9;10;54000;54000;505;0;19;5;0;0;19;5;0.009351851851851853;0.0007444444444444445
10;9;55000;55000;141;0;19;0;0;0;19;0;0.0025636363636363634;0.0007309090909090909
11;8;70000;70000;2347;0;15;7;-7;0;15;14;0.03352857142857143;0.0005742857142857142
12;7;70000;70000;6268;0;15;27;4;0;15;23;0.08954285714285715;0.0005742857142857142
13;6;82000;82000;1077;0;13;3;2;0;12;1;0.013134146341463414;0.0004902439024390243
14;5;88000;88000;68;0;12;0;0;0;11;0;0.0007727272727272727;0.0004568181818181818
15;4;92000;92000;127;0;11;0;0;0;11;0;0.0013804347826086956;0.0004369565217391304
16;3;95000;95000;13609;0;11;51;1;0;11;50;0.14325263157894738;0.0004231578947368421
17;2;96000;96000;6630;0;10;24;4;0;10;20;0.0690625;0.00041874999999999996
18;1;100000;100000;5750;1;10;28;9;0;10;19;0.0575;0.000402
;;1000000;;;;;189;;;;172;0.8816823103003539;0.018051866975463127;0.8997341772758171
;;;;;;;0.08994708994708994;;;;;
