ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;13000;13000;2343;0;77;0;0;0;77;0;0.18023076923076922;0.003092307692307692
2;9;18000;18000;513;0;56;0;-2;0;56;2;0.0285;0.0022333333333333333
3;8;18000;18000;1853;0;56;8;2;0;56;6;0.10294444444444445;0.0022333333333333333
4;7;22000;22000;552;0;46;1;0;0;46;1;0.02509090909090909;0.0018272727272727273
5;6;28000;28000;687;0;36;1;-2;0;36;3;0.024535714285714286;0.0014357142857142856
6;5;43000;43000;619;0;24;1;-2;0;24;3;0.014395348837209302;0.0009348837209302325
7;4;46000;46000;4542;0;22;18;-2;0;22;20;0.09873913043478261;0.0008739130434782608
8;3;55000;55000;20388;0;18;111;24;0;18;87;0.37069090909090907;0.0007309090909090909
9;2;60000;60000;1769;1;17;15;4;0;17;11;0.029483333333333334;0.00067
10;1;78000;78000;837;1;13;0;-1;0;13;1;0.010730769230769231;0.0005153846153846154
;;1000000;;;;;155;;;;134;0.8853413279788405;0.014547051842663573;0.899888379821504
;;;;;;;0.13548387096774195;;;;;
