ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;20000;20000;524;0;50;0;0;0;50;0;0.0262;0.0020099999999999996
2;9;26000;26000;734;0;39;0;0;0;39;0;0.02823076923076923;0.001546153846153846
3;8;28000;28000;1400;0;36;0;0;0;36;0;0.05;0.0014357142857142856
4;7;40000;40000;5993;0;25;9;-2;0;25;11;0.149825;0.0010049999999999998
5;6;45000;45000;1090;0;23;1;-3;0;23;4;0.02422222222222222;0.0008933333333333334
6;5;53000;53000;184;0;19;0;-2;0;19;2;0.003471698113207547;0.0007584905660377359
7;4;53000;53000;13937;0;19;43;7;0;19;36;0.26296226415094337;0.0007584905660377359
8;3;65000;65000;14033;0;16;36;6;0;16;30;0.2158923076923077;0.0006184615384615384
9;2;71000;71000;3690;1;15;9;0;0;14;9;0.05197183098591549;0.0005661971830985916
10;1;76000;76000;5852;2;13;21;7;0;14;14;0.077;0.0005289473684210527
;;1000000;;;;;119;;;;106;0.8897760923953655;0.010120788687258119;0.8998968810826236
;;;;;;;0.1092436974789916;;;;;
