ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;8;13000;13000;4363;0;77;0;0;0;77;0;0.3356153846153846;0.003092307692307692
2;7;13000;13000;1247;0;77;0;0;0;77;0;0.09592307692307692;0.003092307692307692
3;6;18000;18000;2429;0;56;8;0;0;56;8;0.13494444444444445;0.0022333333333333333
4;5;56000;56000;1542;0;18;4;-1;0;18;5;0.027535714285714285;0.0007178571428571428
5;4;58000;58000;4912;0;18;16;-1;0;18;17;0.0846896551724138;0.000693103448275862
6;3;85000;85000;2750;0;12;5;2;0;12;3;0.03235294117647059;0.0004729411764705882
7;2;91000;91000;9632;0;11;27;2;0;11;25;0.10584615384615384;0.0004417582417582418
8;1;92000;92000;6598;0;11;21;0;0;11;21;0.07171739130434783;0.0004369565217391304
;;1000000;;;;;81;;;;79;0.8886247617680063;0.011180565249049682;0.899805327017056
;;;;;;;0.024691358024691357;;;;;
