ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;8;24000;24000;4796;0;42;0;0;0;42;0;0.19983333333333334;0.0016749999999999998
2;7;36000;36000;2400;0;28;0;0;0;28;0;0.06666666666666667;0.0011166666666666666
3;6;48000;48000;4796;0;21;0;0;0;21;0;0.09991666666666667;0.0008374999999999999
4;5;67000;67000;534;0;15;0;0;0;15;0;0.007970149253731343;0.0006000000000000001
5;4;85000;85000;29247;0;12;31;1;0;12;30;0.34408235294117645;0.0004729411764705882
6;3;91000;91000;2242;0;11;3;-1;0;11;4;0.024637362637362638;0.0004417582417582418
7;2;93000;93000;2874;0;11;2;0;0;11;2;0.030903225806451613;0.000432258064516129
8;1;99000;99000;11875;0;10;19;6;0;10;13;0.11994949494949494;0.0004060606060606061
;;1000000;;;;;55;;;;49;0.8939592522548837;0.0059821847554722305;0.8999414370103559
;;;;;;;0.10909090909090909;;;;;
