ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;14;10000;10000;825;0;100;0;0;0;100;0;0.0825;0.004019999999999999
2;13;14000;14000;448;0;72;0;0;0;72;0;0.032;0.002871428571428571
3;12;18000;18000;2504;0;56;18;-1;0;56;19;0.1391111111111111;0.0022333333333333333
4;11;18000;18000;957;0;56;7;6;0;56;1;0.05316666666666667;0.0022333333333333333
5;10;21000;21000;799;0;48;2;1;0;48;1;0.038047619047619045;0.0019142857142857143
6;9;28000;28000;7657;0;36;55;11;0;36;44;0.2734642857142857;0.0014357142857142856
7;8;33000;33000;244;0;31;2;0;0;31;2;0.007393939393939394;0.0012181818181818183
8;7;34000;34000;2103;0;30;25;0;0;30;25;0.06185294117647059;0.0011823529411764705
9;6;48000;48000;3137;0;21;22;2;0;21;20;0.06535416666666667;0.0008374999999999999
10;5;57000;57000;686;0;18;4;0;0;18;4;0.012035087719298246;0.0007052631578947368
11;4;72000;72000;5039;0;14;29;2;0;14;27;0.06998611111111111;0.0005583333333333333
12;3;77000;77000;1882;1;13;9;-1;0;13;10;0.02444155844155844;0.0005220779220779221
13;2;85000;85000;827;1;12;8;2;0;12;6;0.009729411764705882;0.0004729411764705882
14;1;86000;86000;857;1;12;2;0;0;12;2;0.009965116279069767;0.00046744186046511623
;;1000000;;;;;183;;;;161;0.8790480150925029;0.020672187447695226;0.8997202025401981
;;;;;;;0.12021857923497267;;;;;
