ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;18;16000;16000;167;0;63;0;0;0;63;0;0.0104375;0.0025125
2;17;18000;18000;1909;0;56;0;0;0;56;0;0.10605555555555556;0.0022333333333333333
3;16;19000;19000;1502;0;53;5;2;0;53;3;0.07905263157894737;0.0021157894736842106
4;15;19000;19000;2710;0;53;19;16;0;53;3;0.14263157894736841;0.0021157894736842106
5;14;22000;22000;788;0;46;0;-2;0;46;2;0.03581818181818182;0.0018272727272727273
6;13;22000;22000;833;0;46;4;3;0;46;1;0.03786363636363636;0.0018272727272727273
7;12;25000;25000;37;0;40;2;0;0;40;2;0.00148;0.001608
8;11;37000;37000;511;0;28;3;-1;0;28;4;0.01381081081081081;0.0010864864864864863
9;10;38000;38000;218;0;27;0;0;0;27;0;0.005736842105263158;0.0010578947368421053
10;9;39000;39000;3747;0;26;19;-4;0;26;23;0.09607692307692307;0.0010307692307692307
11;8;42000;42000;8262;0;24;67;15;0;24;52;0.1967142857142857;0.0009571428571428571
12;7;45000;45000;688;0;23;4;-1;0;23;5;0.015288888888888888;0.0008933333333333334
13;6;65000;65000;828;0;16;2;-1;0;16;3;0.012738461538461539;0.0006184615384615384
14;5;66000;66000;22;0;16;1;0;0;16;1;0.0003333333333333333;0.0006090909090909092
15;4;83000;83000;686;0;13;3;0;0;13;3;0.008265060240963856;0.00048433734939759034
16;3;91000;91000;896;0;11;3;-1;0;11;4;0.009846153846153846;0.0004417582417582418
17;2;95000;95000;2495;0;11;8;0;0;11;8;0.026263157894736842;0.0004231578947368421
18;1;100000;100000;7906;1;10;43;8;0;10;35;0.07906;0.000402
;;1000000;;;;;183;;;;149;0.8774730017135107;0.022244390313266343;0.899717392026777
;;;;;;;0.18579234972677597;;;;;
