ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;16;14000;14000;38;0;72;0;0;0;72;0;0.0027142857142857142;0.002871428571428571
2;15;23000;23000;1683;0;44;3;-1;0;44;4;0.07317391304347826;0.0017478260869565217
3;14;24000;24000;4374;0;42;17;5;0;42;12;0.18225;0.0016749999999999998
4;13;26000;26000;463;0;39;1;1;0;39;0;0.01780769230769231;0.001546153846153846
5;12;31000;31000;542;0;33;1;-1;0;33;2;0.017483870967741934;0.001296774193548387
6;11;32000;32000;676;0;32;1;1;0;32;0;0.021125;0.00125625
7;10;34000;34000;803;0;30;2;-1;0;30;3;0.023617647058823528;0.0011823529411764705
8;9;52000;52000;4404;0;20;20;-5;0;20;25;0.08469230769230769;0.000773076923076923
9;8;57000;57000;536;0;18;0;0;0;18;0;0.009403508771929825;0.0007052631578947368
10;7;58000;58000;108;0;18;0;0;0;18;0;0.0018620689655172414;0.000693103448275862
11;6;62000;62000;500;0;17;4;0;0;17;4;0.008064516129032258;0.0006483870967741935
12;5;63000;63000;8277;0;16;37;5;0;16;32;0.13138095238095238;0.0006380952380952382
13;4;66000;66000;7207;0;15;33;3;0;15;30;0.1091969696969697;0.0006090909090909092
14;3;71000;71000;10181;0;14;55;13;0;14;42;0.1433943661971831;0.0005661971830985916
15;2;76000;76000;997;1;13;4;-1;0;13;5;0.01311842105263158;0.0005289473684210527
16;1;95000;95000;4121;1;11;19;2;0;11;17;0.04337894736842105;0.0004231578947368421
;;1000000;;;;;197;;;;176;0.8826644673469665;0.017161104858728144;0.8998255722056946
;;;;;;;0.1065989847715736;;;;;
