ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;18;17000;17000;41;0;59;0;0;0;59;0;0.002411764705882353;0.002364705882352941
2;17;28000;28000;258;0;36;0;0;0;36;0;0.009214285714285715;0.0014357142857142856
3;16;28000;28000;1608;0;36;2;0;0;36;2;0.057428571428571426;0.0014357142857142856
4;15;33000;33000;321;0;31;0;0;0;31;0;0.009727272727272727;0.0012181818181818183
5;14;37000;37000;1202;0;27;4;-1;0;27;5;0.032486486486486485;0.0010864864864864863
6;13;37000;37000;3238;0;27;9;1;0;27;8;0.08751351351351351;0.0010864864864864863
7;12;40000;40000;155;0;25;0;0;0;25;0;0.003875;0.0010049999999999998
8;11;42000;42000;2200;0;24;10;1;0;24;9;0.05238095238095238;0.0009571428571428571
9;10;46000;46000;162;0;22;1;0;0;22;1;0.0035217391304347826;0.0008739130434782608
10;9;48000;48000;3192;0;21;9;1;0;21;8;0.0665;0.0008374999999999999
11;8;56000;56000;2994;0;18;8;1;0;18;7;0.053464285714285714;0.0007178571428571428
12;7;68000;68000;11297;0;15;37;-1;0;15;38;0.16613235294117648;0.0005911764705882353
13;6;75000;75000;1576;0;14;3;-1;0;14;4;0.021013333333333332;0.000536
14;5;76000;76000;6936;0;14;27;-1;0;14;28;0.09126315789473684;0.0005289473684210527
15;4;80000;80000;5588;0;13;12;1;0;13;11;0.06985;0.0005024999999999999
16;3;83000;83000;8471;0;12;34;2;0;12;32;0.10206024096385542;0.00048433734939759034
17;2;86000;86000;4479;2;12;23;7;0;12;16;0.05208139534883721;0.00046744186046511623
18;1;95000;95000;223;2;11;1;1;0;11;0;0.0023473684210526314;0.0004231578947368421
;;1000000;;;;;180;;;;169;0.883271720704677;0.016552263232023398;0.8998239839367004
;;;;;;;0.06111111111111111;;;;;
