ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;16;15000;15000;617;0;67;0;0;0;67;0;0.041133333333333334;0.00268
2;15;19000;19000;2646;0;53;7;0;0;53;7;0.13926315789473684;0.0021157894736842106
3;14;19000;19000;71;0;53;0;0;0;53;0;0.0037368421052631578;0.0021157894736842106
4;13;20000;20000;174;0;50;0;0;0;50;0;0.0087;0.0020099999999999996
5;12;26000;26000;739;0;39;0;0;0;39;0;0.028423076923076922;0.001546153846153846
6;11;28000;28000;754;0;36;0;0;0;36;0;0.02692857142857143;0.0014357142857142856
7;10;38000;38000;1363;0;27;9;0;0;27;9;0.03586842105263158;0.0010578947368421053
8;9;40000;40000;839;0;25;3;0;0;25;3;0.020975;0.0010049999999999998
9;8;63000;63000;3276;0;16;11;0;0;16;11;0.052;0.0006380952380952382
10;7;65000;65000;2272;0;16;6;1;0;16;5;0.034953846153846155;0.0006184615384615384
11;6;72000;72000;2875;0;14;4;-3;0;14;7;0.03993055555555555;0.0005583333333333333
12;5;74000;74000;7947;0;14;34;2;0;14;32;0.1073918918918919;0.0005432432432432432
13;4;79000;79000;3090;0;13;12;-2;0;13;14;0.03911392405063291;0.0005088607594936708
14;3;79000;79000;10360;0;13;43;6;0;13;37;0.1311392405063291;0.0005088607594936708
15;2;88000;88000;14015;1;11;49;6;0;11;43;0.15926136363636365;0.0004568181818181818
16;1;98000;98000;1246;1;10;5;1;0;10;4;0.012714285714285714;0.00041020408163265306
;;1000000;;;;;183;;;;172;0.8815335102465183;0.018209218951650185;0.8997427291981684
;;;;;;;0.060109289617486336;;;;;
