ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;16;20000;20000;69;0;50;0;0;0;50;0;0.00345;0.0020099999999999996
2;15;23000;23000;124;0;44;0;0;0;44;0;0.005391304347826087;0.0017478260869565217
3;14;25000;25000;1932;0;40;2;0;0;40;2;0.07728;0.001608
4;13;28000;28000;777;0;36;0;0;0;36;0;0.02775;0.0014357142857142856
5;12;39000;39000;7651;0;26;30;-2;0;26;32;0.1961794871794872;0.0010307692307692307
6;11;47000;47000;7599;0;22;29;-1;0;22;30;0.1616808510638298;0.0008553191489361703
7;10;50000;50000;1380;0;20;5;3;0;20;2;0.0276;0.000804
8;9;56000;56000;4221;0;18;19;7;0;18;12;0.075375;0.0007178571428571428
9;8;62000;62000;19;0;17;1;1;0;16;0;0.0003064516129032258;0.0006483870967741935
10;7;63000;63000;661;0;16;3;2;0;16;1;0.010492063492063492;0.0006380952380952382
11;6;64000;64000;2525;0;16;5;-4;0;16;9;0.039453125;0.000628125
12;5;70000;70000;1117;0;15;3;0;0;14;3;0.015957142857142857;0.0005742857142857142
13;4;70000;70000;15098;1;14;71;20;0;14;51;0.2156857142857143;0.0005742857142857142
14;3;72000;72000;1081;1;14;3;-3;0;14;6;0.015013888888888889;0.0005583333333333333
15;2;73000;73000;670;2;14;3;2;0;14;1;0.009178082191780823;0.0005506849315068494
16;1;78000;78000;321;2;13;0;-1;0;13;1;0.004115384615384615;0.0005153846153846154
;;1000000;;;;;174;;;;150;0.8849084955350213;0.01489706753889901;0.8998055630739202
;;;;;;;0.13793103448275862;;;;;
