ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;20;22500;22500;1021;0;5040;0;0;0;5040;0;0.04537777777777778;0.0008737777777777778;;184749;191441;4536;102538;184807;184685;192915;3640;102294;185526
2;19;26250;26250;17;0;4320;0;0;0;4320;0;0.0006476190476190476;0.000748952380952381;;3913;4975;4536;291309;3916;3823;4805;3640;291866;3861
3;18;33750;33750;1058;0;3360;0;0;0;3360;0;0.031348148148148146;0.0005825185185185186;;191442;197950;49536;297409;191444;191386;199816;48640;1353136;191813
4;17;37800;37800;2800;0;3000;600;16;0;3000;584;0.07407407407407407;0.0005201058201058201;;505108;709837;4673;418250;529431;505050;897236;4411;1573959;529327
5;16;39375;39375;492;0;2880;0;-1;0;2880;1;0.012495238095238096;0.0004993015873015873;;89428;90485;27036;926602;89428;89371;281670;26140;1765081;89371
6;15;40000;40000;4454;0;2835;1410;298;0;2835;1112;0.11135;0.0004915000000000001;;803062;1717912;3674;1019211;931382;803006;1516978;3640;1301517;885661
7;14;45360;45360;746;0;2500;105;-27;0;2500;132;0.01644620811287478;0.0004334215167548501;;135141;1338000;11842;1821364;150540;135084;1338224;10840;2826929;153808
8;13;50000;50000;8224;0;2268;2943;485;0;2268;2458;0.16448;0.0003932;;1482137;3456022;4414;1955337;1902401;1482081;2547034;3645;2398087;1760374
9;12;50400;50400;178;0;2250;69;-7;0;2250;76;0.0035317460317460317;0.0003900793650793651;;32864;2775845;5283;3516015;51373;32846;1041654;4422;4029373;44476
10;11;54000;54000;317;0;2100;37;-23;0;2100;60;0.00587037037037037;0.00036407407407407406;;57927;2558489;4234;3486299;65774;57870;2552641;3645;4461021;68502
11;10;56250;56250;1515;0;2016;491;41;0;2016;450;0.026933333333333333;0.00034951111111111114;;273705;3502103;49543;3554316;382212;273649;2125793;48645;4226319;368747
12;9;60000;60000;1238;0;1890;315;10;0;1890;305;0.020633333333333333;0.0003276666666666667;;223844;2792008;3640;3835597;285209;223788;1306177;3645;4648883;266141
13;8;60480;60480;5726;0;1875;2465;532;0;1875;1933;0.09467592592592593;0.00032506613756613757;;1032152;5288709;11743;4240284;1814663;1032096;4790146;10866;4436396;1664674
14;7;75000;75000;4765;0;1512;1666;151;0;1512;1515;0.06353333333333333;0.0002621333333333334;;859043;5390011;4543;5306759;1386528;858987;3908519;3666;6878428;1291814
15;6;81000;81000;12554;2;1400;5106;828;0;1400;4278;0.15498765432098766;0.00024271604938271607;;2262006;12111880;4543;6364520;5940931;2261950;8351882;3666;6353730;4786419
16;5;84000;84000;1561;4;1350;532;88;0;1350;444;0.018583333333333334;0.00023404761904761908;;281944;12509628;4543;23777586;817100;281928;5478553;3666;10240834;538684
17;4;84375;84375;324;6;1344;109;21;0;1344;88;0.00384;0.00023300740740740743;;59106;11714753;27043;24877912;180511;59128;4937553;26166;10530479;114628
18;3;87500;87500;357;4;1296;166;51;0;1296;115;0.00408;0.0002246857142857143;;65039;8863154;4543;25001952;261051;65061;6946156;3666;10592461;144676
19;2;90000;90000;1481;16;1260;597;172;0;1260;425;0.016455555555555557;0.00021844444444444445;;267511;14234000;193266;25138158;1040530;267529;5099716;193145;10660568;588856
20;1;94500;94500;1750;24;1200;703;153;0;1200;550;0.018518518518518517;0.00020804232804232805;;315927;15260954;94543;25679349;1291592;315945;6490565;93666;11079057;708808
;;113400000;;;;;17314;;;;14526;0.887862169312169;0.007922251851851853;0.8957844211640208
;;;;;;;0.16102575950098186;;;;;
