ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;14000;14000;50;0;72;0;0;0;72;0;0.0035714285714285713;0.002871428571428571
2;9;17000;17000;3722;0;59;12;4;0;59;8;0.21894117647058822;0.002364705882352941
3;8;18000;18000;1521;0;56;5;4;0;56;1;0.0845;0.0022333333333333333
4;7;31000;31000;1147;0;33;7;-1;0;33;8;0.037;0.001296774193548387
5;6;34000;34000;2447;0;30;13;2;0;30;11;0.07197058823529412;0.0011823529411764705
6;5;47000;47000;1123;0;22;3;0;0;22;3;0.023893617021276597;0.0008553191489361703
7;4;63000;63000;5202;0;16;14;0;0;16;14;0.08257142857142857;0.0006380952380952382
8;3;67000;67000;4482;0;15;17;1;0;15;16;0.06689552238805971;0.0006000000000000001
9;2;88000;88000;2792;0;12;9;0;0;12;9;0.03172727272727273;0.0004568181818181818
10;1;96000;96000;1521;0;11;6;0;0;11;6;0.01584375;0.00041874999999999996
;;1000000;;;;;86;;;;76;0.6369147839853485;0.012917577490689294;0.6498323614760378
;;;;;;;0.11627906976744186;;;;;
