ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;20000;20000;100;0;50;0;0;0;50;0;0.005;0.0020099999999999996
2;9;29000;29000;368;0;35;0;0;0;35;0;0.012689655172413793;0.001386206896551724
3;8;39000;39000;2183;0;26;5;0;0;26;5;0.05597435897435898;0.0010307692307692307
4;7;44000;44000;4043;0;23;7;-1;0;23;8;0.09188636363636364;0.0009136363636363636
5;6;59000;59000;12690;0;17;18;0;0;17;18;0.21508474576271186;0.0006813559322033898
6;5;63000;63000;1115;0;16;3;-1;0;16;4;0.0176984126984127;0.0006380952380952382
7;4;72000;72000;7481;0;14;19;2;0;14;17;0.10390277777777777;0.0005583333333333333
8;3;78000;78000;2927;0;13;7;2;0;13;5;0.03752564102564102;0.0005153846153846154
9;2;97000;97000;18873;0;11;31;-2;0;11;33;0.19456701030927834;0.00041443298969072163
10;1;99000;99000;15543;1;10;37;9;0;10;28;0.157;0.0004060606060606061
;;1000000;;;;;127;;;;118;0.8913289653569582;0.008554275205725222;0.8998832405626834
;;;;;;;0.07086614173228346;;;;;
