ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;12;16000;16000;2286;0;63;0;0;0;63;0;0.142875;0.0025125
2;11;47000;47000;2676;0;22;4;0;0;22;4;0.05693617021276596;0.0008553191489361703
3;10;53000;53000;6854;0;19;9;0;0;19;9;0.12932075471698112;0.0007584905660377359
4;9;57000;57000;4450;0;18;8;0;0;18;8;0.0780701754385965;0.0007052631578947368
5;8;58000;58000;423;0;18;0;0;0;18;0;0.007293103448275862;0.000693103448275862
6;7;59000;59000;4201;0;17;4;0;0;17;4;0.07120338983050847;0.0006813559322033898
7;6;74000;74000;1455;0;14;3;1;0;14;2;0.019662162162162163;0.0005432432432432432
8;5;81000;81000;8306;0;13;21;3;0;13;18;0.10254320987654321;0.0004962962962962963
9;4;90000;90000;372;0;12;1;-1;0;11;2;0.0041333333333333335;0.0004466666666666667
10;3;92000;92000;5005;0;11;8;2;0;11;6;0.05440217391304348;0.0004369565217391304
11;2;97000;97000;1755;0;11;3;-2;0;10;5;0.018092783505154638;0.00041443298969072163
12;1;97000;97000;20019;1;10;48;9;0;10;39;0.20638144329896907;0.00041443298969072163
;;1000000;;;;;109;;;;97;0.8909136997363338;0.008958060960674672;0.8998717606970085
;;;;;;;0.11009174311926606;;;;;
