ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;20000;20000;29;0;50;0;0;0;50;0;0.00145;0.0020099999999999996
2;9;35000;35000;2157;0;29;0;0;0;29;0;0.06162857142857143;0.0011485714285714285
3;8;37000;37000;418;0;28;0;0;0;28;0;0.011297297297297297;0.0010864864864864863
4;7;52000;52000;5600;0;20;12;1;0;20;11;0.1076923076923077;0.000773076923076923
5;6;72000;72000;5430;0;14;7;1;0;14;6;0.07541666666666667;0.0005583333333333333
6;5;76000;76000;15306;0;13;19;-8;0;13;27;0.20139473684210527;0.0005289473684210527
7;4;76000;76000;6221;0;13;13;6;0;13;7;0.08185526315789474;0.0005289473684210527
8;3;87000;87000;2435;0;12;5;0;0;12;5;0.027988505747126437;0.00046206896551724135
9;2;90000;90000;18971;0;11;27;5;0;11;22;0.2107888888888889;0.0004466666666666667
10;1;100000;100000;11243;2;10;23;7;0;10;16;0.11243;0.000402
;;1000000;;;;;106;;;;94;0.8919422377208585;0.007945098540494184;0.8998873362613526
;;;;;;;0.11320754716981132;;;;;
