ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;10000;10000;354;0;100;0;0;0;100;0;0.0354;0.004019999999999999
2;9;29000;29000;2935;0;35;8;1;0;35;7;0.10120689655172414;0.001386206896551724
3;8;37000;37000;3038;0;27;13;0;0;27;13;0.0821081081081081;0.0010864864864864863
4;7;38000;38000;2587;0;27;6;0;0;27;6;0.06807894736842106;0.0010578947368421053
5;6;43000;43000;6114;0;24;25;0;0;24;25;0.14218604651162792;0.0009348837209302325
6;5;48000;48000;8030;0;21;40;10;0;21;30;0.16729166666666667;0.0008374999999999999
7;4;50000;50000;9921;1;20;38;1;0;20;37;0.19842;0.000804
8;3;80000;80000;1959;0;13;6;-2;0;13;8;0.0244875;0.0005024999999999999
9;2;93000;93000;4859;1;11;20;3;0;11;17;0.05224731182795699;0.000432258064516129
10;1;97000;97000;1646;1;11;8;1;0;11;7;0.016969072164948452;0.00041443298969072163
;;1000000;;;;;164;;;;150;0.8883955491994533;0.011476162895017399;0.8998717120944707
;;;;;;;0.08536585365853659;;;;;
