ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;12;10000;10000;192;0;100;0;0;0;100;0;0.0192;0.004019999999999999
2;11;25000;25000;3145;0;40;0;0;0;40;0;0.1258;0.001608
3;10;25000;25000;5412;0;40;20;0;0;40;20;0.21648;0.001608
4;9;34000;34000;290;0;30;0;0;0;30;0;0.008529411764705883;0.0011823529411764705
5;8;38000;38000;2557;0;27;12;1;0;27;11;0.06728947368421052;0.0010578947368421053
6;7;39000;39000;1716;0;26;7;-3;0;26;10;0.044;0.0010307692307692307
7;6;62000;62000;742;0;17;2;0;0;17;2;0.011967741935483871;0.0006483870967741935
8;5;63000;63000;1545;0;16;4;0;0;16;4;0.024523809523809524;0.0006380952380952382
9;4;71000;71000;2713;0;15;4;0;0;15;4;0.0382112676056338;0.0005661971830985916
10;3;75000;75000;6054;0;14;19;4;0;14;15;0.08072;0.000536
11;2;78000;78000;12821;0;13;50;8;0;13;42;0.16437179487179487;0.0005153846153846154
12;1;92000;92000;7809;0;11;29;6;0;11;23;0.08488043478260869;0.0004369565217391304
;;1000000;;;;;147;;;;131;0.8859739341682471;0.013848037563879574;0.8998219717321266
;;;;;;;0.10884353741496598;;;;;
