ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;16;15000;15000;1604;0;67;0;0;0;67;0;0.10693333333333334;0.00268
2;15;15000;15000;404;0;67;0;0;0;67;0;0.026933333333333333;0.00268
3;14;20000;20000;333;0;50;0;0;0;50;0;0.01665;0.0020099999999999996
4;13;34000;34000;1170;0;30;2;0;0;30;2;0.03441176470588235;0.0011823529411764705
5;12;34000;34000;99;0;30;0;0;0;30;0;0.002911764705882353;0.0011823529411764705
6;11;53000;53000;2463;0;19;5;1;0;19;4;0.046471698113207546;0.0007584905660377359
7;10;57000;57000;11457;0;18;34;1;0;18;33;0.201;0.0007052631578947368
8;9;58000;58000;3386;0;18;9;0;0;18;9;0.05837931034482759;0.000693103448275862
9;8;65000;65000;526;0;16;0;0;0;16;0;0.008092307692307692;0.0006184615384615384
10;7;75000;75000;282;0;14;0;-2;0;14;2;0.00376;0.000536
11;6;76000;76000;1377;0;14;4;1;0;14;3;0.01811842105263158;0.0005289473684210527
12;5;82000;82000;3509;0;13;7;-2;0;13;9;0.04279268292682927;0.0004902439024390243
13;4;83000;83000;13787;0;12;38;2;0;12;36;0.16610843373493975;0.00048433734939759034
14;3;85000;85000;1129;0;12;1;1;0;12;0;0.01328235294117647;0.0004729411764705882
15;2;86000;86000;5669;0;12;18;6;0;12;12;0.0659186046511628;0.00046744186046511623
16;1;90000;90000;6486;1;11;17;4;0;11;13;0.07206666666666667;0.0004466666666666667
;;1000000;;;;;135;;;;123;0.8838306742021809;0.015936602916882852;0.8997672771190637
;;;;;;;0.08888888888888889;;;;;
