ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;18;16000;16000;1779;0;63;0;0;0;63;0;0.1111875;0.0025125
2;17;26000;26000;523;0;39;0;0;0;39;0;0.020115384615384615;0.001546153846153846
3;16;26000;26000;109;0;39;0;0;0;39;0;0.004192307692307692;0.001546153846153846
4;15;29000;29000;1683;0;35;3;0;0;35;3;0.05803448275862069;0.001386206896551724
5;14;30000;30000;1347;0;34;3;1;0;34;2;0.0449;0.00134
6;13;31000;31000;316;0;33;0;0;0;33;0;0.010193548387096775;0.001296774193548387
7;12;43000;43000;61;0;24;0;0;0;24;0;0.0014186046511627907;0.0009348837209302325
8;11;48000;48000;662;0;21;3;-2;0;21;5;0.013791666666666667;0.0008374999999999999
9;10;49000;49000;1339;0;21;7;1;0;21;6;0.0273265306122449;0.0008204081632653061
10;9;51000;51000;7637;0;20;33;8;0;20;25;0.14974509803921568;0.0007882352941176471
11;8;53000;53000;6181;0;19;23;-1;0;19;24;0.11662264150943397;0.0007584905660377359
12;7;66000;66000;556;0;16;0;0;0;16;0;0.008424242424242424;0.0006090909090909092
13;6;71000;71000;2248;0;15;12;0;0;14;12;0.031661971830985916;0.0005661971830985916
14;5;73000;73000;2975;0;14;15;-2;0;14;17;0.040753424657534246;0.0005506849315068494
15;4;76000;76000;7533;0;13;41;2;0;13;39;0.09911842105263158;0.0005289473684210527
16;3;82000;82000;633;0;13;3;-1;0;13;4;0.007719512195121951;0.0004902439024390243
17;2;90000;90000;589;0;11;2;0;0;11;2;0.006544444444444445;0.0004466666666666667
18;1;98000;98000;12798;1;10;52;3;0;10;49;0.13059183673469388;0.00041020408163265306
;;1000000;;;;;197;;;;188;0.8823416182717883;0.017369341569614474;0.8997109598414027
;;;;;;;0.04568527918781726;;;;;
