ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;30000;30000;3294;0;34;0;0;0;34;0;0.1098;0.00134
2;9;33000;33000;762;0;31;0;0;0;31;0;0.023090909090909092;0.0012181818181818183
3;8;38000;38000;1750;0;27;1;0;0;27;1;0.046052631578947366;0.0010578947368421053
4;7;41000;41000;7681;0;25;13;4;0;25;9;0.18734146341463415;0.0009804878048780487
5;6;54000;54000;1102;0;19;0;0;0;19;0;0.02040740740740741;0.0007444444444444445
6;5;56000;56000;1049;0;18;1;0;0;18;1;0.018732142857142857;0.0007178571428571428
7;4;58000;58000;1275;0;18;2;0;0;18;2;0.021982758620689654;0.000693103448275862
8;3;94000;94000;10451;0;11;20;0;0;11;20;0.11118085106382979;0.00042765957446808513
9;2;98000;98000;45;0;11;0;0;0;11;0;0.00045918367346938773;0.00041020408163265306
10;1;100000;100000;285;0;10;0;0;0;10;0;0.00285;0.000402
;;1000000;;;;;37;;;;33;0.5418973477070298;0.007991833051580159;0.5498891807586099
;;;;;;;0.10810810810810811;;;;;
