ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;32000;32000;4399;0;32;0;0;0;32;0;0.13746875;0.00125625
2;9;42000;42000;2406;0;24;2;0;0;24;2;0.05728571428571429;0.0009571428571428571
3;8;42000;42000;281;0;24;0;0;0;24;0;0.00669047619047619;0.0009571428571428571
4;7;46000;46000;301;0;22;0;0;0;22;0;0.006543478260869565;0.0008739130434782608
5;6;54000;54000;7543;0;19;12;2;0;19;10;0.1396851851851852;0.0007444444444444445
6;5;56000;56000;2351;0;18;1;0;0;18;1;0.04198214285714286;0.0007178571428571428
7;4;84000;84000;11063;0;12;12;-1;0;12;13;0.13170238095238096;0.00047857142857142857
8;3;84000;84000;6279;0;12;8;4;0;12;4;0.07475;0.00047857142857142857
9;2;85000;85000;11267;0;12;18;1;0;12;17;0.1325529411764706;0.0004729411764705882
10;1;96000;96000;6134;0;11;9;4;0;11;5;0.06389583333333333;0.00041874999999999996
;;1000000;;;;;62;;;;52;0.7925569022415729;0.0073555843786790075;0.7999124866202519
;;;;;;;0.16129032258064516;;;;;
