ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;12000;12000;1050;0;84;0;0;0;84;0;0.0875;0.0033499999999999997
2;9;35000;35000;38;0;29;0;0;0;29;0;0.0010857142857142858;0.0011485714285714285
3;8;40000;40000;147;0;25;0;0;0;25;0;0.003675;0.0010049999999999998
4;7;41000;41000;924;0;25;0;0;0;25;0;0.022536585365853658;0.0009804878048780487
5;6;44000;44000;712;0;23;0;0;0;23;0;0.016181818181818183;0.0009136363636363636
6;5;73000;73000;19412;0;14;45;0;0;14;45;0.2659178082191781;0.0005506849315068494
7;4;79000;79000;7670;0;13;18;1;0;13;17;0.0970886075949367;0.0005088607594936708
8;3;80000;80000;1726;0;13;7;4;0;13;3;0.021575;0.0005024999999999999
9;2;94000;94000;8983;0;11;25;0;0;11;25;0.09556382978723404;0.00042765957446808513
10;1;95000;95000;16998;0;10;35;-3;0;10;38;0.17892631578947368;0.0004231578947368421
;;1000000;;;;;130;;;;128;0.7900506792242087;0.009810558757291287;0.7998612379815
;;;;;;;0.015384615384615385;;;;;
