ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;15000;15000;1342;0;67;0;0;0;67;0;0.08946666666666667;0.00268
2;9;15000;15000;1181;0;67;0;0;0;67;0;0.07873333333333334;0.00268
3;8;15000;15000;1562;0;67;0;0;0;67;0;0.10413333333333333;0.00268
4;7;20000;20000;227;0;50;0;0;0;50;0;0.01135;0.0020099999999999996
5;6;27000;27000;3763;0;37;14;0;0;37;14;0.13937037037037037;0.001488888888888889
6;5;46000;46000;1152;0;22;2;0;0;22;2;0.025043478260869566;0.0008739130434782608
7;4;47000;47000;2040;0;22;7;-1;0;22;8;0.04340425531914894;0.0008553191489361703
8;3;48000;48000;4056;0;21;16;1;0;21;15;0.0845;0.0008374999999999999
9;2;73000;73000;1703;0;14;4;1;0;14;3;0.023328767123287672;0.0005506849315068494
10;1;99000;99000;28249;0;10;74;8;0;10;66;0.28534343434343434;0.0004060606060606061
;;1000000;;;;;117;;;;108;0.8846736387504442;0.015062366618870776;0.899736005369315
;;;;;;;0.07692307692307693;;;;;
