ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;18;14000;14000;300;0;72;0;0;0;72;0;0.02142857142857143;0.002871428571428571
2;17;14000;14000;411;0;72;0;0;0;72;0;0.029357142857142856;0.002871428571428571
3;16;17000;17000;433;0;59;0;0;0;59;0;0.025470588235294116;0.002364705882352941
4;15;19000;19000;326;0;53;1;1;0;53;0;0.017157894736842105;0.0021157894736842106
5;14;19000;19000;1053;0;53;4;-1;0;53;5;0.05542105263157895;0.0021157894736842106
6;13;31000;31000;1136;0;33;5;-1;0;33;6;0.03664516129032258;0.001296774193548387
7;12;41000;41000;2093;0;25;13;0;0;25;13;0.051048780487804875;0.0009804878048780487
8;11;43000;43000;504;0;24;0;0;0;24;0;0.01172093023255814;0.0009348837209302325
9;10;50000;50000;2766;0;20;16;4;0;20;12;0.05532;0.000804
10;9;58000;58000;1572;0;18;5;1;0;18;4;0.027103448275862068;0.000693103448275862
11;8;59000;59000;2746;0;17;8;-4;0;17;12;0.04654237288135593;0.0006813559322033898
12;7;59000;59000;155;0;17;0;0;0;17;0;0.002627118644067797;0.0006813559322033898
13;6;59000;59000;311;0;17;4;2;0;17;2;0.005271186440677966;0.0006813559322033898
14;5;66000;66000;6300;0;16;34;-1;0;16;35;0.09545454545454546;0.0006090909090909092
15;4;82000;82000;10922;0;12;52;3;0;12;49;0.13319512195121952;0.0004902439024390243
16;3;85000;85000;1184;0;12;6;4;0;12;2;0.013929411764705883;0.0004729411764705882
17;2;93000;93000;4105;0;11;16;3;0;11;13;0.044139784946236556;0.000432258064516129
18;1;93000;93000;19191;1;11;73;2;0;11;71;0.2063548387096774;0.000432258064516129
;;1000000;;;;;237;;;;224;0.8781879509684637;0.021529251053853983;0.8997172020223176
;;;;;;;0.05485232067510549;;;;;
