ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;21000;21000;84;0;48;0;0;0;48;0;0.004;0.0019142857142857143
2;9;24000;24000;2822;0;42;0;0;0;42;0;0.11758333333333333;0.0016749999999999998
3;8;27000;27000;2216;0;37;2;0;0;37;2;0.08207407407407408;0.001488888888888889
4;7;35000;35000;1540;0;29;3;0;0;29;3;0.044;0.0011485714285714285
5;6;38000;38000;1525;0;27;5;0;0;27;5;0.04013157894736842;0.0010578947368421053
6;5;67000;67000;5155;0;15;18;0;0;15;18;0.07694029850746269;0.0006000000000000001
7;4;79000;79000;3545;0;13;8;-3;0;13;11;0.04487341772151899;0.0005088607594936708
8;3;87000;87000;1686;0;12;4;-1;0;12;5;0.019379310344827587;0.00046206896551724135
9;2;90000;90000;12866;0;11;30;2;0;11;28;0.14295555555555556;0.0004466666666666667
10;1;94000;94000;15811;0;11;40;4;0;11;36;0.16820212765957446;0.00042765957446808513
;;1000000;;;;;110;;;;108;0.740139696143715;0.009729896734733802;0.7498695928784488
;;;;;;;0.01818181818181818;;;;;
