ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;16000;16000;3859;0;63;0;0;0;63;0;0.2411875;0.0025125
2;9;19000;19000;1310;0;53;3;0;0;53;3;0.06894736842105263;0.0021157894736842106
3;8;36000;36000;300;0;28;0;-1;0;28;1;0.008333333333333333;0.0011166666666666666
4;7;62000;62000;6167;0;16;16;-1;0;16;17;0.09946774193548387;0.0006483870967741935
5;6;71000;71000;2987;0;14;8;3;0;14;5;0.04207042253521127;0.0005661971830985916
6;5;78000;78000;7260;0;13;15;3;0;13;12;0.09307692307692307;0.0005153846153846154
7;4;79000;79000;1241;0;13;3;-4;0;13;7;0.01570886075949367;0.0005088607594936708
8;3;81000;81000;10102;0;13;24;-2;0;13;26;0.12471604938271605;0.0004962962962962963
9;2;84000;84000;19086;2;12;50;14;0;12;36;0.2272142857142857;0.00047857142857142857
10;1;89000;89000;1754;3;11;9;6;0;11;3;0.019707865168539326;0.00045168539325842697
;;1000000;;;;;128;;;;110;0.9404303503270389;0.009410338913228102;0.949840689240267
;;;;;;;0.140625;;;;;
