ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;12000;12000;303;0;84;0;0;0;84;0;0.02525;0.0033499999999999997
2;9;17000;17000;2303;0;59;10;0;0;59;10;0.13547058823529412;0.002364705882352941
3;8;35000;35000;2014;0;29;8;-3;0;29;11;0.057542857142857146;0.0011485714285714285
4;7;44000;44000;12494;0;23;46;-3;0;23;49;0.28395454545454546;0.0009136363636363636
5;6;51000;51000;4878;0;20;18;2;0;20;16;0.09564705882352942;0.0007882352941176471
6;5;55000;55000;13255;0;18;47;4;0;18;43;0.241;0.0007309090909090909
7;4;55000;55000;2338;2;18;10;6;0;19;4;0.042509090909090906;0.0007309090909090909
8;3;59000;59000;2167;5;17;12;9;0;17;3;0.03672881355932203;0.0006813559322033898
9;2;65000;65000;673;4;15;2;-1;0;16;3;0.010353846153846154;0.0006184615384615384
10;1;69000;69000;653;5;15;7;6;0;15;1;0.00946376811594203;0.0005826086956521739
;;1000000;;;;;160;;;;140;0.9379205683944273;0.011909393316813665;0.9498299617112409
;;;;;;;0.125;;;;;
