ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;16;11000;11000;1647;0;91;0;0;0;91;0;0.14972727272727274;0.0036545454545454546
2;15;21000;21000;75;0;48;0;0;0;48;0;0.0035714285714285713;0.0019142857142857143
3;14;26000;26000;243;0;39;0;0;0;39;0;0.009346153846153846;0.001546153846153846
4;13;29000;29000;2382;0;35;14;1;0;35;13;0.08213793103448276;0.001386206896551724
5;12;35000;35000;332;0;29;0;0;0;29;0;0.009485714285714287;0.0011485714285714285
6;11;47000;47000;4248;0;22;17;-2;0;22;19;0.09038297872340426;0.0008553191489361703
7;10;47000;47000;3197;0;22;18;1;0;22;17;0.06802127659574468;0.0008553191489361703
8;9;52000;52000;3165;0;19;15;2;0;19;13;0.06086538461538461;0.000773076923076923
9;8;54000;54000;3063;0;19;12;-1;0;19;13;0.05672222222222222;0.0007444444444444445
10;7;67000;67000;5698;0;15;23;-2;0;15;25;0.08504477611940299;0.0006000000000000001
11;6;76000;76000;1942;0;13;7;-3;0;13;10;0.02555263157894737;0.0005289473684210527
12;5;83000;83000;2722;0;12;14;1;0;12;13;0.032795180722891566;0.00048433734939759034
13;4;88000;88000;457;0;12;4;0;0;12;4;0.005193181818181818;0.0004568181818181818
14;3;90000;90000;8455;0;11;32;5;0;11;27;0.09394444444444444;0.0004466666666666667
15;2;91000;91000;8288;1;11;42;11;0;11;31;0.09107692307692308;0.0004417582417582418
16;1;98000;98000;1929;1;11;5;2;0;11;3;0.019683673469387757;0.00041020408163265306
;;1000000;;;;;203;;;;188;0.8835511738519868;0.016246654895196264;0.8997978287471831
;;;;;;;0.07389162561576355;;;;;
