ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;20;10000;10000;596;0;100;0;0;0;100;0;0.0596;0.004019999999999999
2;19;11000;11000;330;0;91;0;0;0;91;0;0.03;0.0036545454545454546
3;18;20000;20000;832;0;50;4;0;0;50;4;0.0416;0.0020099999999999996
4;17;24000;24000;1282;0;42;4;1;0;42;3;0.05341666666666667;0.0016749999999999998
5;16;25000;25000;2214;0;40;11;1;0;40;10;0.08856;0.001608
6;15;25000;25000;210;0;40;1;1;0;40;0;0.0084;0.001608
7;14;29000;29000;794;0;35;1;-1;0;35;2;0.027379310344827587;0.001386206896551724
8;13;31000;31000;4344;0;33;41;4;0;33;37;0.14012903225806453;0.001296774193548387
9;12;36000;36000;3924;0;28;31;5;0;28;26;0.109;0.0011166666666666666
10;11;36000;36000;1659;0;28;14;-3;0;28;17;0.04608333333333333;0.0011166666666666666
11;10;38000;38000;1011;0;27;7;2;0;27;5;0.026605263157894736;0.0010578947368421053
12;9;46000;46000;544;0;22;1;-1;0;22;2;0.01182608695652174;0.0008739130434782608
13;8;48000;48000;2696;0;21;19;2;0;21;17;0.05616666666666666;0.0008374999999999999
14;7;49000;49000;1659;0;21;13;-3;0;21;16;0.033857142857142856;0.0008204081632653061
15;6;54000;54000;1286;0;19;13;6;0;19;7;0.023814814814814816;0.0007444444444444445
16;5;65000;65000;1560;0;16;14;1;0;16;13;0.024;0.0006184615384615384
17;4;80000;80000;1271;0;13;10;-1;0;13;11;0.0158875;0.0005024999999999999
18;3;85000;85000;5257;1;12;31;1;0;12;30;0.061847058823529415;0.0004729411764705882
19;2;94000;94000;133;1;11;1;0;0;11;1;0.0014148936170212767;0.00042765957446808513
20;1;96000;96000;1328;1;11;5;-1;0;11;6;0.013833333333333333;0.00041874999999999996
;;1000000;;;;;221;;;;207;0.8734211028298169;0.02626633255540922;0.8996874353852261
;;;;;;;0.06334841628959276;;;;;
