ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;14;13000;13000;2630;0;77;0;0;0;77;0;0.2023076923076923;0.003092307692307692
2;13;15000;15000;46;0;67;0;0;0;67;0;0.0030666666666666668;0.00268
3;12;19000;19000;3250;0;53;19;0;0;53;19;0.17105263157894737;0.0021157894736842106
4;11;19000;19000;110;0;53;1;1;0;53;0;0.005789473684210527;0.0021157894736842106
5;10;22000;22000;285;0;46;0;0;0;46;0;0.012954545454545455;0.0018272727272727273
6;9;24000;24000;2044;0;42;23;8;0;42;15;0.08516666666666667;0.0016749999999999998
7;8;41000;41000;4345;0;25;21;1;0;25;20;0.10597560975609756;0.0009804878048780487
8;7;43000;43000;2277;0;24;15;-2;0;24;17;0.05295348837209302;0.0009348837209302325
9;6;44000;44000;952;0;23;7;0;0;23;7;0.021636363636363638;0.0009136363636363636
10;5;50000;50000;2567;0;20;20;2;0;20;18;0.05134;0.000804
11;4;54000;54000;650;0;19;3;-2;0;19;5;0.012037037037037037;0.0007444444444444445
12;3;87000;87000;2166;0;12;11;0;0;12;11;0.02489655172413793;0.00046206896551724135
13;2;93000;93000;7885;0;11;41;0;0;11;41;0.08478494623655913;0.000432258064516129
14;1;98000;98000;4573;1;11;21;2;0;11;19;0.04666326530612245;0.00041020408163265306
;;1000000;;;;;182;;;;172;0.8806249384271397;0.019188142812503955;0.8998130812396437
;;;;;;;0.054945054945054944;;;;;
