ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;12;22000;22000;302;0;46;0;0;0;46;0;0.013727272727272727;0.0018272727272727273
2;11;34000;34000;3844;0;30;2;0;0;30;2;0.11305882352941177;0.0011823529411764705
3;10;37000;37000;5858;0;27;10;3;0;27;7;0.15832432432432433;0.0010864864864864863
4;9;37000;37000;2026;0;27;5;0;0;27;5;0.05475675675675676;0.0010864864864864863
5;8;38000;38000;10172;0;26;26;12;0;26;14;0.2676842105263158;0.0010578947368421053
6;7;38000;38000;3612;0;26;7;4;0;27;3;0.09505263157894737;0.0010578947368421053
7;6;40000;40000;304;0;25;0;0;0;25;0;0.0076;0.0010049999999999998
8;5;56000;56000;3959;0;18;12;0;0;18;12;0.07069642857142858;0.0007178571428571428
9;4;71000;71000;224;0;14;0;0;0;14;0;0.0031549295774647886;0.0005661971830985916
10;3;74000;74000;122;0;14;1;0;0;14;1;0.0016486486486486486;0.0005432432432432432
11;2;75000;75000;1607;0;14;1;-1;0;14;2;0.021426666666666667;0.000536
12;1;93000;93000;7590;1;11;22;4;0;11;18;0.08161290322580646;0.000432258064516129
;;1000000;;;;;86;;;;64;0.8887435961330441;0.011098943748821487;0.8998425398818656
;;;;;;;0.2558139534883721;;;;;
