ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;16000;16000;683;0;63;0;0;0;63;0;0.0426875;0.0025125
2;9;24000;24000;381;0;42;0;0;0;42;0;0.015875;0.0016749999999999998
3;8;31000;31000;1542;0;33;2;0;0;33;2;0.049741935483870965;0.001296774193548387
4;7;32000;32000;1900;0;32;1;1;0;32;0;0.059375;0.00125625
5;6;41000;41000;4049;0;25;12;0;0;25;12;0.09875609756097561;0.0009804878048780487
6;5;51000;51000;4131;0;20;12;-1;0;20;13;0.081;0.0007882352941176471
7;4;65000;65000;4825;0;16;15;2;0;16;13;0.07423076923076923;0.0006184615384615384
8;3;69000;69000;7086;0;15;21;3;0;15;18;0.10269565217391305;0.0005826086956521739
9;2;85000;85000;18003;0;12;40;0;0;12;40;0.2118;0.0004729411764705882
10;1;91000;91000;283;0;11;0;0;0;11;0;0.0031098901098901097;0.0004417582417582418
;;1000000;;;;;103;;;;98;0.739271844559419;0.010625016944886623;0.7498968615043056
;;;;;;;0.04854368932038835;;;;;
