ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;8;14000;14000;255;0;72;0;0;0;72;0;0.018214285714285714;0.002871428571428571
2;7;33000;33000;920;0;31;0;-1;0;31;1;0.027878787878787878;0.0012181818181818183
3;6;44000;44000;13164;0;23;29;8;0;23;21;0.29918181818181816;0.0009136363636363636
4;5;46000;46000;5480;0;22;8;2;0;22;6;0.1191304347826087;0.0008739130434782608
5;4;51000;51000;1424;0;20;3;1;0;20;2;0.02792156862745098;0.0007882352941176471
6;3;69000;69000;9728;0;15;23;4;0;15;19;0.14098550724637682;0.0005826086956521739
7;2;70000;70000;6050;0;14;16;-1;0;14;17;0.08642857142857142;0.0005742857142857142
8;1;100000;100000;17191;1;10;38;4;0;10;34;0.17191;0.000402
;;1000000;;;;;117;;;;100;0.8916509738598997;0.008224289500780548;0.8998752633606802
;;;;;;;0.1452991452991453;;;;;
