ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;12000;12000;1475;0;84;0;0;0;84;0;0.12291666666666666;0.0033499999999999997
2;9;18000;18000;2733;0;56;0;0;0;56;0;0.15183333333333332;0.0022333333333333333
3;8;21000;21000;1067;0;48;0;-2;0;48;2;0.05080952380952381;0.0019142857142857143
4;7;23000;23000;5425;0;44;42;8;0;44;34;0.2358695652173913;0.0017478260869565217
5;6;24000;24000;1266;0;42;5;5;0;42;0;0.05275;0.0016749999999999998
6;5;30000;30000;583;0;34;4;0;0;34;4;0.019433333333333334;0.00134
7;4;44000;44000;1646;0;23;3;0;0;23;3;0.037409090909090906;0.0009136363636363636
8;3;46000;46000;82;0;22;0;0;0;22;0;0.0017826086956521739;0.0008739130434782608
9;2;64000;64000;1055;0;16;2;0;0;16;2;0.016484375;0.000628125
10;1;95000;95000;4315;0;11;19;0;0;11;19;0.045421052631578945;0.0004231578947368421
;;1000000;;;;;75;;;;64;0.7347095495965704;0.015099277436427035;0.7498088270329974
;;;;;;;0.14666666666666667;;;;;
