ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;28000;28000;1783;0;36;0;0;0;36;0;0.06367857142857143;0.0014357142857142856
2;9;31000;31000;3367;0;33;3;1;0;33;2;0.10861290322580645;0.001296774193548387
3;8;38000;38000;811;0;27;0;0;0;27;0;0.021342105263157895;0.0010578947368421053
4;7;50000;50000;220;0;20;0;0;0;20;0;0.0044;0.000804
5;6;51000;51000;6091;0;20;10;0;0;20;10;0.1194313725490196;0.0007882352941176471
6;5;58000;58000;3093;0;18;7;1;0;18;6;0.05332758620689655;0.000693103448275862
7;4;69000;69000;5890;0;15;9;-2;0;15;11;0.08536231884057971;0.0005826086956521739
8;3;82000;82000;4185;0;13;10;0;0;12;10;0.051036585365853655;0.0004902439024390243
9;2;86000;86000;15610;0;12;39;4;0;12;35;0.18151162790697675;0.00046744186046511623
10;1;87000;87000;8974;0;11;24;9;0;12;15;0.10314942528735632;0.00046206896551724135
;;1000000;;;;;102;;;;89;0.7918524960742184;0.008078085382571844;0.7999305814567902
;;;;;;;0.12745098039215685;;;;;
