ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;19000;19000;28;0;53;0;0;0;53;0;0.0014736842105263158;0.0021157894736842106
2;9;19000;19000;1325;0;53;0;0;0;53;0;0.06973684210526315;0.0021157894736842106
3;8;31000;31000;3575;0;33;5;0;0;33;5;0.1153225806451613;0.001296774193548387
4;7;39000;39000;614;0;26;0;0;0;26;0;0.015743589743589744;0.0010307692307692307
5;6;41000;41000;246;0;25;0;0;0;25;0;0.006;0.0009804878048780487
6;5;56000;56000;3046;0;18;9;0;0;18;9;0.054392857142857146;0.0007178571428571428
7;4;58000;58000;6351;0;18;22;1;0;18;21;0.1095;0.000693103448275862
8;3;65000;65000;4183;0;16;11;0;0;16;11;0.06435384615384615;0.0006184615384615384
9;2;90000;90000;6462;0;11;12;0;0;11;12;0.0718;0.0004466666666666667
10;1;91000;91000;2828;0;11;6;0;0;11;6;0.03107692307692308;0.0004417582417582418
;;1000000;;;;;65;;;;64;0.5394003230781669;0.01045745721458354;0.5498577802927505
;;;;;;;0.015384615384615385;;;;;
