ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;15000;15000;1277;0;67;0;0;0;67;0;0.08513333333333334;0.00268
2;9;17000;17000;148;0;59;0;0;0;59;0;0.008705882352941176;0.002364705882352941
3;8;21000;21000;4312;0;48;22;4;0;48;18;0.20533333333333334;0.0019142857142857143
4;7;23000;23000;128;0;44;0;0;0;44;0;0.005565217391304348;0.0017478260869565217
5;6;44000;44000;2066;0;23;8;0;0;23;8;0.04695454545454546;0.0009136363636363636
6;5;63000;63000;1556;0;16;6;0;0;16;6;0.0246984126984127;0.0006380952380952382
7;4;67000;67000;3622;0;15;12;0;0;15;12;0.05405970149253731;0.0006000000000000001
8;3;78000;78000;952;0;13;0;0;0;13;0;0.012205128205128205;0.0005153846153846154
9;2;89000;89000;919;0;12;1;0;0;12;1;0.010325842696629213;0.00045168539325842697
10;1;91000;91000;12252;0;11;39;1;0;11;38;0.13463736263736265;0.0004417582417582418
;;1000000;;;;;88;;;;83;0.5876187595955278;0.012267377535728062;0.5998861371312558
;;;;;;;0.056818181818181816;;;;;
