ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;10000;10000;317;0;100;0;0;0;100;0;0.0317;0.004019999999999999
2;9;16000;16000;420;0;63;0;0;0;63;0;0.02625;0.0025125
3;8;23000;23000;256;0;44;0;0;0;44;0;0.011130434782608696;0.0017478260869565217
4;7;32000;32000;5991;0;32;26;0;0;32;26;0.18721875;0.00125625
5;6;61000;61000;6179;0;17;20;0;0;17;20;0.10129508196721311;0.000659016393442623
6;5;69000;69000;2222;0;15;6;0;0;15;6;0.03220289855072464;0.0005826086956521739
7;4;72000;72000;2595;0;14;5;-1;0;14;6;0.036041666666666666;0.0005583333333333333
8;3;73000;73000;715;0;14;0;0;0;14;0;0.009794520547945206;0.0005506849315068494
9;2;78000;78000;3017;0;13;8;-1;0;13;9;0.03867948717948718;0.0005153846153846154
10;1;84000;84000;9457;0;12;31;3;0;12;28;0.11258333333333333;0.00047857142857142857
;;1000000;;;;;96;;;;95;0.5868961730279788;0.012881175484847544;0.5997773485128264
;;;;;;;0.010416666666666666;;;;;
