ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;10;18000;18000;863;0;56;0;0;0;56;0;0.04794444444444444;0.0010922222222222223;;156199;156234;4536;16658;156228;156109;157091;3640;14777;157047
2;9;22000;22000;2403;0;46;5;0;0;46;5;0.10922727272727273;0.0008936363636363637;;433686;598905;4536;175668;452194;433683;599605;3647;173603;452951
3;8;40000;40000;3262;0;25;4;-5;0;25;9;0.08155;0.0004915000000000001;;588390;1193033;4638;611657;643485;588332;1194201;3647;1988390;723193
4;7;44000;44000;11572;0;23;24;9;0;23;15;0.263;0.00044681818181818185;;2089144;2854272;442120;1202323;2379943;2089189;2263195;441969;1374204;2197696
5;6;47000;47000;3174;0;22;12;-1;0;22;13;0.06753191489361703;0.00041829787234042557;;572574;3274488;4536;3453485;923224;572489;3275405;3647;3451362;943407
6;5;53000;53000;6271;0;19;17;2;0;19;15;0.11832075471698113;0.0003709433962264151;;1130390;5004795;4536;4469375;1957445;1130421;4425527;3647;4724503;1732755
7;4;65000;65000;692;0;16;2;1;0;16;1;0.010646153846153847;0.00030246153846153845;;125417;726593;4560;5602299;190688;125360;726367;3647;6441730;163531
8;3;70000;70000;5003;0;15;17;5;0;15;12;0.07147142857142857;0.00028085714285714286;;902000;6518790;4560;5730216;2303024;901944;4901814;3665;6229405;1905141
9;2;95000;95000;9786;0;11;25;2;0;11;23;0.10301052631578947;0.00020694736842105264;;2523267;9614967;4536;6798548;6850826;3406750;9046444;3661;6796323;6375824
10;1;96000;96000;6728;3;10;22;7;0;10;15;0.07008333333333333;0.00020479166666666668;;1376375;15413440;3742888;15813970;8070827;1376132;6820107;3743019;12885676;3150494
;;1000000;;;;;128;;;;108;0.9427858288490205;0.004708475752650009;0.9474943046016705
;;;;;;;0.15625;;;;;
