ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;10;18000;18000;387;0;56;0;0;0;56;0;0.0215;0.0010922222222222223;;70519;70554;4536;16658;70548;70429;71411;3640;14777;71311
2;9;33000;33000;1783;0;31;0;0;0;31;0;0.05403030303030303;0.0005957575757575758;;321963;325950;4536;89988;322101;321961;326905;3640;87923;322736
3;8;39000;39000;2200;0;26;1;0;0;26;1;0.05641025641025641;0.0005041025641025641;;397104;475753;4536;414254;400759;397013;475685;3647;412178;401359
4;7;41000;41000;1619;0;25;3;0;0;25;3;0.03948780487804878;0.00047951219512195123;;292423;697039;4536;813636;325116;292367;697667;3647;811580;325713
5;6;51000;51000;563;0;20;0;0;0;20;0;0.01103921568627451;0.00038549019607843143;;102212;102348;4536;1108507;102257;102155;103099;3647;1106471;102751
6;5;66000;66000;351;0;16;1;0;0;16;1;0.005318181818181818;0.0002978787878787879;;64047;142729;330425;1213107;69043;63990;142660;330242;2830329;68980
7;4;72000;72000;3694;0;14;4;0;0;14;4;0.051305555555555556;0.0002730555555555556;;666147;1180714;78847;1279731;735754;666093;1180473;78665;1277731;735739
8;3;73000;73000;21145;0;14;45;1;0;14;44;0.28965753424657537;0.0002693150684931507;;3887361;5109829;4536;1948376;4647143;3887214;5110183;3661;1946398;4630034
9;2;86000;86000;2368;0;12;5;0;0;12;5;0.027534883720930232;0.00022860465116279072;;427350;5133710;4536;5838291;868875;427295;5066168;3661;5836242;863426
10;1;92000;92000;3412;0;11;6;0;0;11;6;0.03708695652173913;0.00021369565217391304;;615386;1319757;4536;6675710;803915;615331;1319803;3661;6673507;804153
;;1000000;;;;;65;;;;64;0.5933706918678648;0.004339634468546943;0.5977103263364117
;;;;;;;0.015384615384615385;;;;;
