ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;10;17000;17000;181;0;59;0;0;0;59;0;0.010647058823529412;0.0011564705882352942;;33442;33477;4536;16658;33471;33352;34334;3640;14777;34260
2;9;21000;21000;3044;0;48;9;0;0;48;9;0.14495238095238094;0.0009361904761904763;;549151;593924;4536;52911;558895;549062;594876;3647;50846;559727
3;8;23000;23000;1539;0;44;3;0;0;44;3;0.06691304347826087;0.0008547826086956522;;278024;871951;4536;604279;305679;277967;872635;3640;602202;306253
4;7;29000;29000;1256;0;35;5;0;0;35;5;0.04331034482758621;0.0006779310344827587;;227075;1076681;4536;884578;278222;227018;1077177;3647;882520;278734
5;6;33000;33000;2825;0;31;10;1;0;31;9;0.0856060606060606;0.0005957575757575758;;509642;1107262;4536;1114100;570052;509675;1107798;3647;1112062;563074
6;5;71000;71000;4968;0;14;13;-2;0;14;15;0.06997183098591549;0.0002769014084507042;;895624;2241031;4536;1626218;1311747;895540;2241259;3661;1624200;1375081
7;4;76000;76000;548;0;13;0;0;0;14;0;0.007210526315789474;0.0002586842105263158;;99509;100456;4536;2524375;99618;99452;101397;3661;2520436;100079
8;3;80000;80000;139;0;13;1;0;0;13;1;0.0017375;0.00024575000000000004;;25882;66772;4536;2626384;29040;25825;66631;3647;2624401;29407
9;2;81000;81000;9395;0;13;32;2;0;13;30;0.11598765432098765;0.00024271604938271607;;1693070;4267199;4536;2654822;2685327;1693785;3041617;3661;2652856;2548535
10;1;95000;95000;9056;0;11;29;1;0;11;28;0.09532631578947369;0.00020694736842105264;;1672735;6819270;4536;5467593;3021507;1672583;6819997;3661;5465597;3012060
;;1000000;;;;;102;;;;100;0.6416627160999844;0.005452131320142545;0.6471148474201269
;;;;;;;0.0196078431372549;;;;;
