ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;20;22500;22500;19;0;5040;0;0;0;5040;0;0.0008444444444444444;0.0008737777777777778;;4262;5376;3889;102228;4319;4197;5179;3640;101174;5043
2;19;28350;28350;875;0;4000;0;0;0;4000;0;0.030864197530864196;0.0006934744268077602;;158363;159445;6309;183963;158363;158306;159250;5229;183750;158834
3;18;35000;35000;1397;0;3240;80;0;0;3240;80;0.039914285714285715;0.0005617142857142857;;252455;419601;4536;193926;256005;252399;420447;3640;194133;256704
4;17;52500;52500;1538;0;2160;92;0;0;2160;92;0.029295238095238096;0.0003744761904761905;;277836;447908;94536;449397;284767;277776;448722;93640;678558;284962
5;16;54000;54000;2660;0;2100;300;60;0;2100;240;0.04925925925925926;0.00036407407407407406;;479914;919850;3588;730477;513869;479856;920579;3640;730677;506296
6;15;56700;56700;1649;0;2000;380;59;0;2000;321;0.02908289241622575;0.0003467372134038801;;297811;1075741;167859;1213571;348060;297756;846036;167569;1213770;325805
7;14;60480;60480;2075;0;1875;465;-3;0;1875;468;0.034308862433862435;0.00032506613756613757;;374616;1386188;11736;1514738;428323;374558;1085911;10847;1514935;428493
8;13;64800;64800;1471;0;1750;200;-7;0;1750;207;0.022700617283950616;0.0003033950617283951;;265783;1200026;40543;1892645;285624;265727;982282;39645;1983316;286493
9;12;65625;65625;4841;0;1728;1177;111;0;1728;1066;0.07376761904761905;0.0002995809523809524;;872728;2770279;27043;2156214;1065870;872672;2217019;26145;2152711;1035290
10;11;67500;67500;3958;0;1680;744;189;0;1680;555;0.058637037037037036;0.0002912592592592593;;713679;3489745;12642;3031673;913495;713739;2107610;12441;3028189;824183
11;10;70875;70875;1886;0;1600;444;25;0;1600;419;0.026610229276895943;0.0002773897707231041;;340441;3846017;27043;3758630;446105;340425;2156353;26145;3744674;403275
12;9;75000;75000;2697;0;1512;406;3;0;1512;403;0.03596;0.0002621333333333334;;486578;3826084;4543;4091458;598269;486520;2221202;3652;4088016;578382
13;8;84000;84000;8822;0;1350;2333;131;0;1350;2202;0.10502380952380952;0.00023404761904761908;;1589781;6207086;3581;4592544;2548595;1589725;5707689;3645;4589034;2451384
14;7;100800;100800;754;0;1125;100;-22;0;1125;122;0.00748015873015873;0.00019503968253968256;;136586;4011567;40040;6611337;186767;136529;3062894;39645;8254162;195393
15;6;120000;120000;60;0;945;11;-4;0;945;15;0.0005;0.00016383333333333335;;11670;1848082;4543;6750947;22008;11613;1847941;3652;10218893;25286
16;5;126000;126000;14045;0;900;2923;156;0;900;2767;0.11146825396825397;0.00015603174603174603;;2530619;7566448;4543;6765565;4314671;2530565;7565229;3645;6761928;4298477
17;4;151200;151200;5699;0;750;926;30;0;750;896;0.03769179894179894;0.00013002645502645504;;1027290;7193269;40543;9349885;1882560;1027234;7001676;39652;10904300;1934747
18;3;168750;168750;15341;0;672;2665;106;0;672;2559;0.09090962962962963;0.00011650370370370371;;2764014;19656010;49543;14952611;7595908;2763956;16229228;48652;14949346;7000352
19;2;200000;200000;18894;3;567;3036;137;0;567;2899;0.09447;9.83e-05;;3403934;28541081;4543;21150706;13168886;3404651;23918433;3652;21006119;10731510
20;1;405000;405000;4810;0;280;430;-5;0;280;435;0.011876543209876543;4.8543209876543214e-05;;867153;27883877;731145;57387240;4450612;867097;27881239;730847;55636907;4491627
;;113400000;;;;;16712;;;;15746;0.8906648765432098;0.006115404232804233;0.896780280776014
;;;;;;;0.057802776448061276;;;;;
