ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;20;26250;26250;471;0;4320;0;0;0;4320;0;0.017942857142857142;0.000748952380952381;;85607;86694;5357;143506;85667;85542;86524;4385;143038;86388
2;19;35000;35000;1370;0;3240;0;0;0;3240;0;0.039142857142857146;0.0005617142857142857;;247588;253283;4536;114574;247593;247499;254662;3640;116136;247613
3;18;70000;70000;1466;0;1620;0;0;0;1620;0;0.02094285714285714;0.00028085714285714286;;264882;270460;255962;365182;264883;264826;271393;255789;3374745;264828
4;17;72000;72000;4270;0;1575;360;1;0;1575;359;0.059305555555555556;0.0002730555555555556;;769946;1300485;4536;632402;827921;769890;1119277;3640;2868971;812124
5;16;78750;78750;3282;0;1440;45;-60;0;1440;105;0.04167619047619048;0.00024965079365079365;;591992;1375478;139014;1405528;616616;591935;1375746;138832;3620534;627527
6;15;81000;81000;3575;0;1400;250;-5;0;1400;255;0.0441358024691358;0.00024271604938271607;;644726;1339337;4536;1997568;710814;644669;1264697;3640;4331091;688742
7;14;84375;84375;7000;0;1344;794;97;0;1344;697;0.08296296296296296;0.00023300740740740743;;1261700;3909602;5363;2644738;1589113;1261644;2667054;4397;3622156;1456231
8;13;90000;90000;14366;0;1260;1642;617;0;1260;1025;0.15962222222222222;0.00021844444444444445;;2588403;6505686;4543;3909588;3446329;2588346;3218840;3645;3905397;2769179
9;12;90720;90720;3545;0;1250;461;57;0;1250;404;0.039076278659611996;0.00021671075837742504;;639337;6880865;11743;6852855;1009350;639280;3302157;10845;6844187;837509
10;11;94500;94500;2357;0;1200;198;38;0;1200;160;0.024941798941798942;0.00020804232804232805;;425378;6759096;4543;7502839;553083;425320;2821394;3645;7486156;489385
11;10;112500;112500;473;0;1008;49;3;0;1008;46;0.004204444444444445;0.00017475555555555557;;85971;4106947;4543;7934158;125069;85954;1518004;3652;7931257;114194
12;9;113400;113400;441;0;1000;22;-5;0;1000;27;0.0038888888888888888;0.00017336860670194004;;80248;3796022;40543;8018997;106311;80191;4298783;39652;8020780;109412
13;8;118125;118125;209;0;960;19;-6;0;960;25;0.0017693121693121694;0.00016643386243386245;;38445;5052768;27043;8100436;69962;38422;5052382;26152;8924407;82743
14;7;126000;126000;7722;0;900;924;77;0;900;847;0.061285714285714284;0.00015603174603174603;;1391665;8472404;4543;8145048;2021577;1391609;8043903;3645;8146811;2101110
15;6;129600;129600;5982;0;875;676;77;0;875;599;0.046157407407407404;0.00015169753086419755;;1078339;9808332;40543;9539327;1927687;1078275;9107068;39652;9522199;1756199
16;5;140000;140000;2498;0;810;320;40;0;810;280;0.017842857142857143;0.00014042857142857143;;450759;8407136;525324;10715092;898571;450701;7987985;525068;11899541;832381
17;4;150000;150000;19130;1;756;2497;366;0;756;2131;0.12753333333333333;0.0001310666666666667;;3446504;16072790;4543;11153921;8103790;3446448;13713386;3652;11150290;6807583
18;3;196875;196875;15086;20;576;1692;226;0;576;1466;0.07662730158730159;9.986031746031747e-05;;2718112;25384828;27043;37187555;9878181;2718056;20219426;26166;22578025;8072484
19;2;200000;200000;297;12;567;41;5;0;567;36;0.001485;9.83e-05;;54244;19539372;4543;60268225;344978;54266;9699870;3652;25629138;209325
20;1;700000;700000;15749;0;162;570;1;0;162;569;0.02249857142857143;2.808571428571429e-05;;2884185;40242557;981144;60382898;16746603;2884032;40242205;980813;60397863;16745669
;;113400000;;;;;10560;;;;9031;0.8930422134038802;0.004553179717813051;0.8975953931216933
;;;;;;;0.14479166666666668;;;;;
