ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;20;33750;33750;5579;0;3360;0;0;0;3360;0;0.1653037037037037;0.0005825185185185186;;1005654;1018601;5357;144653;1006782;1005590;1020360;4385;143566;1007753
2;19;45360;45360;536;0;2500;0;0;0;2500;0;0.01181657848324515;0.0004334215167548501;;97380;102314;6699;1107810;97380;97390;102799;6235;1107598;98007
3;18;47250;47250;994;0;2400;0;0;0;2400;0;0.021037037037037038;0.0004160846560846561;;179916;184899;4536;1262161;179918;179860;186340;3647;1161833;180588
4;17;50400;50400;1213;0;2250;130;10;0;2250;120;0.024067460317460317;0.0003900793650793651;;219339;1346120;5363;1322615;274598;219283;1243724;4390;1323659;273811
5;16;65625;65625;44;0;1728;0;0;0;1728;0;0.0006704761904761905;0.0002995809523809524;;8780;9970;5363;1566144;8780;8723;9667;4411;2326920;8759
6;15;67500;67500;4209;0;1680;668;139;0;1680;529;0.06235555555555555;0.0002912592592592593;;758964;1192077;1014132;1556849;817988;758908;1179398;1013943;1902277;816876
7;14;70000;70000;1775;0;1620;32;-8;0;1620;40;0.025357142857142856;0.00028085714285714286;;320489;425998;3937;2318996;321815;320433;1443481;3640;2319998;332375
8;13;70875;70875;932;0;1600;57;4;0;1600;53;0.013149911816578484;0.0002773897707231041;;168631;497208;27043;2642838;173229;168574;1187135;26145;3153651;173781
9;12;78750;78750;70;0;1440;10;10;0;1440;0;0.0008888888888888889;0.00024965079365079365;;13438;344782;5486;2814897;15949;13415;20841;4408;3586872;13415
10;11;81000;81000;2020;0;1400;222;30;0;1400;192;0.02493827160493827;0.00024271604938271607;;364679;798320;4543;2831718;391842;364664;1394258;3645;2998396;392568
11;10;84000;84000;454;0;1350;22;8;0;1350;14;0.005404761904761904;0.00023404761904761908;;82577;455483;4169;3199848;85276;82520;1097781;3645;4445983;86996
12;9;90000;90000;10526;0;1260;1760;484;0;1260;1276;0.11695555555555555;0.00021844444444444445;;1896730;3855929;4174;3286020;2300490;1896674;3611087;3652;3993848;2206021
13;8;105000;105000;3862;0;1080;510;37;0;1080;473;0.03678095238095238;0.00018723809523809524;;696389;2297780;4543;5189970;870419;696332;3429595;3652;6488861;863759
14;7;108000;108000;45;0;1050;8;6;0;1050;2;0.0004166666666666667;0.00018203703703703703;;8967;44446;4543;5890054;8967;8910;359034;3652;6566122;10047
15;6;112500;112500;2411;0;1008;372;-47;0;1008;419;0.021431111111111113;0.00017475555555555557;;435102;2605080;3993;5898913;594493;435044;3345026;3652;8156308;690658
16;5;118125;118125;22496;0;960;4218;916;0;960;3302;0.19044232804232805;0.00016643386243386245;;4052735;11432007;27043;7354612;7628511;4052679;8742679;26152;7351653;6487097
17;4;120000;120000;3225;0;945;655;104;0;945;551;0.026875;0.00016383333333333335;;581724;12017126;4543;11952252;1405137;581667;3260040;3651;11911690;917085
18;3;150000;150000;4493;0;756;767;85;0;756;682;0.029953333333333332;0.0001310666666666667;;810083;14421733;3785;15299392;2191751;810027;11807941;3652;14799672;1942491
19;2;180000;180000;14041;4;630;2039;305;0;630;1734;0.07800555555555555;0.00010922222222222222;;2529906;19667450;1905732;16114036;7616883;2529849;13173710;1905560;16089173;5723314
20;1;540000;540000;19654;0;210;1073;0;0;210;1073;0.036396296296296295;3.640740740740741e-05;;5424984;36039103;8302499;41546840;20981338;5424477;36038607;8301801;41549770;20993093
;;113400000;;;;;12543;;;;10460;0.8922465873015871;0.005067044268077603;0.8973136315696647
;;;;;;;0.16606872359084748;;;;;
