ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;20;33750;33750;271;0;3360;0;0;0;3360;0;0.00802962962962963;0.0005825185185185186;;49618;50759;4536;144702;49672;49553;50535;3640;144227;50399
2;19;45360;45360;3028;0;2500;240;0;0;2500;240;0.06675485008818342;0.0004334215167548501;;546275;609150;8336;180256;552310;546185;610353;7307;457694;553191
3;18;50400;50400;1165;0;2250;120;0;0;2250;120;0.023115079365079366;0.0003900793650793651;;210703;268865;5363;725191;213310;210647;269754;4390;1471980;214017
4;17;54000;54000;3438;0;2100;110;0;0;2100;110;0.06366666666666666;0.00036407407407407406;;620076;1182539;4536;839194;646668;620019;1184159;3640;1492556;647318
5;16;60000;60000;1728;0;1890;60;-14;0;1890;74;0.0288;0.0003276666666666667;;312040;924134;4536;1461757;327940;311984;924895;3640;2326419;330937
6;15;60480;60480;4995;0;1875;630;234;0;1875;396;0.08258928571428571;0.00032506613756613757;;900572;2070531;11736;1776146;1006996;900516;1591917;10847;1775850;953255
7;14;65625;65625;2540;0;1728;421;8;0;1728;413;0.0387047619047619;0.0002995809523809524;;458307;3133933;5363;2679160;582172;458249;2824084;4397;2874245;580731
8;13;70875;70875;1265;0;1600;89;-52;0;1600;141;0.01784832451499118;0.0002773897707231041;;228689;2008411;5363;3144058;259233;228633;2008266;4408;3530374;275412
9;12;72000;72000;5368;0;1575;987;251;0;1575;736;0.07455555555555556;0.0002730555555555556;;967705;3899497;4543;3375984;1240467;967649;2957324;3652;3444916;1162684
10;11;75600;75600;2399;0;1500;279;68;0;1500;211;0.03173280423280423;0.0002600529100529101;;432943;2115188;40543;4347101;497515;432885;1119230;39652;4338281;475775
11;10;84000;84000;11999;0;1350;2551;415;0;1350;2136;0.1428452380952381;0.00023404761904761908;;2162114;6961652;4230;4791684;3517225;2162057;5550189;3645;4784376;3098532
12;9;84375;84375;5500;0;1344;1179;234;0;1344;945;0.06518518518518518;0.00023300740740740743;;991471;7960656;26082;7034476;1941334;991415;4995207;26152;6995885;1476251
13;8;113400;113400;1670;0;1000;273;7;0;1000;266;0.01472663139329806;0.00017336860670194004;;301602;6084702;40543;8161661;553997;301546;6084553;39652;8161707;542274
14;7;129600;129600;2808;0;875;368;-53;0;875;421;0.021666666666666667;0.00015169753086419755;;506546;8232532;40543;9020957;968960;506495;8232686;39652;13056139;1008998
15;6;131250;131250;927;0;864;195;23;0;864;172;0.007062857142857142;0.0001497904761904762;;167730;8109238;467206;9580528;401217;167673;7288340;467066;11353369;405142
16;5;157500;157500;8230;0;720;1279;33;0;720;1246;0.052253968253968254;0.00012482539682539683;;1483225;10616813;4543;10394497;3620395;1483169;10582951;3652;15220972;3753246
17;4;168000;168000;13973;0;675;2231;220;0;675;2011;0.08317261904761905;0.00011702380952380954;;2517665;16125071;2170927;19268014;6875456;2517609;8679023;2170833;15269981;5471679
18;3;196875;196875;3314;0;576;424;13;0;576;411;0.016833015873015875;9.986031746031747e-05;;597755;15923327;489785;26930613;2016400;597698;13372180;489656;23663078;1704892
19;2;200000;200000;2371;1;567;323;3;0;567;320;0.011855;9.83e-05;;427894;21939199;4543;28186949;1471786;427836;13954726;3652;25329311;1308186
20;1;700000;700000;28753;0;162;1181;0;0;162;1181;0.041075714285714285;2.808571428571429e-05;;6023766;49086477;4543;43547948;32818251;6023422;49083255;3666;43549833;32816526
;;113400000;;;;;12940;;;;11550;0.8924738536155203;0.004942912345679013;0.8974167659611993
;;;;;;;0.10741885625965997;;;;;
