ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;20;35000;35000;9;0;3240;0;0;0;3240;0;0.00025714285714285715;0.0005617142857142857;;2460;3547;4536;27792;2512;2395;3377;3640;28508;3241
2;19;50000;50000;701;0;2268;0;0;0;2268;0;0.01402;0.0003932;;127044;128187;3978;33803;127047;126954;127936;3640;35125;127360
3;18;63000;63000;10087;0;1800;684;0;0;1800;684;0.16011111111111112;0.00031206349206349207;;1817711;1971968;4003;163748;1849179;1817623;1972161;3640;360436;1849997
4;17;70875;70875;1519;0;1600;68;4;0;1600;64;0.0214320987654321;0.0002773897707231041;;274419;417669;49536;1984539;277162;274363;418415;48640;1985796;277345
5;16;75000;75000;5343;0;1512;420;44;0;1512;376;0.07124;0.0002621333333333334;;963200;3084648;4536;2261971;1120264;963144;3085736;3640;2263226;1108791
6;15;75600;75600;2213;0;1500;180;20;0;1500;160;0.029272486772486773;0.0002600529100529101;;399453;1506822;40213;3228243;437351;399395;543485;39647;3229498;405990
7;14;81000;81000;193;0;1400;8;-3;0;1400;11;0.0023827160493827162;0.00024271604938271607;;35606;178807;3950;3630938;35627;35549;178797;3641;3632192;36248
8;13;84375;84375;5377;0;1344;685;87;0;1344;598;0.06372740740740741;0.00023300740740740743;;969320;4633885;27043;3669724;1283326;969264;3620498;26152;3815783;1229914
9;12;87500;87500;2582;0;1296;152;10;0;1296;142;0.02950857142857143;0.0002246857142857143;;465872;1443311;10816;4642282;502794;465814;883300;10634;4643503;489135
10;11;90000;90000;908;0;1260;20;2;0;1260;18;0.010088888888888889;0.00021844444444444445;;164296;1656359;4543;5113443;172197;164239;1993723;3645;5456022;170276
11;10;90720;90720;10472;0;1250;1662;565;0;1250;1097;0.1154320987654321;0.00021671075837742504;;1887006;7188045;11767;5279321;2890929;1886950;5815575;10872;5280531;2533327
12;9;94500;94500;3891;0;1200;518;209;0;1200;309;0.041174603174603176;0.00020804232804232805;;701608;7719095;94543;7179512;999703;701551;1819530;93652;7180626;786343
13;8;108000;108000;267;0;1050;14;-4;0;1050;18;0.002472222222222222;0.00018203703703703703;;48917;524366;4543;7884697;52510;48860;1443251;3652;7885810;56851
14;7;112500;112500;3123;0;1008;328;58;0;1008;270;0.02776;0.00017475555555555557;;563364;5787083;94543;7937317;788835;563307;5478293;93652;7938428;757570
15;6;118125;118125;1279;0;960;172;4;0;960;168;0.010827513227513227;0.00016643386243386245;;231222;7495847;49543;8550436;435454;231166;6944836;48652;8550436;433039
16;5;135000;135000;7202;0;840;772;-36;0;840;808;0.05334814814814815;0.00014562962962962964;;1298063;8744813;4543;8753039;2059879;1298007;8611761;3652;8740300;2265307
17;4;157500;157500;18018;0;720;2485;339;0;720;2146;0.1144;0.00012482539682539683;;3246229;13442408;94543;10187898;7539076;3246174;11066267;93652;10188319;6301721
18;3;189000;189000;3020;0;600;344;31;0;600;313;0.015978835978835978;0.00010402116402116403;;544834;12658212;2532799;22204692;1201205;544777;5957198;2532487;20643742;1024422
19;2;200000;200000;74;0;567;6;2;0;567;4;0.00037;9.83e-05;;14186;6233895;135379;26160814;49785;14129;6233417;135196;21881379;44644
20;1;504000;504000;55130;0;225;2705;-2;0;225;2707;0.10938492063492064;3.900793650793651e-05;;33839455;58863487;1826268;26177892;43714884;33837883;56492413;1826084;26177519;43688538
;;113400000;;;;;11223;;;;9893;0.8931887654320987;0.004445171075837742;0.8976339365079364
;;;;;;;0.11850663815379132;;;;;
