ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;10000;10000;759;0;11340;0;0;0;11340;0;0.0759;0.004019999999999999;;136822;136824;175551;197497;136822;136826;136828;173514;197692;136826
2;19;18900;18900;767;0;6000;0;0;0;6000;0;0.04058201058201058;0.002126984126984127;;138267;143715;13551;342873;138267;138271;143608;11514;342949;138271
3;18;22500;22500;300;0;5040;60;0;0;5040;60;0.013333333333333334;0.0017866666666666669;;54198;207506;85551;489252;54388;54206;207439;83514;489412;54381
4;17;26250;26250;609;0;4320;0;0;0;4320;0;0.0232;0.0015314285714285714;;109822;114879;40551;551687;109822;109830;114709;38514;551935;109830
5;16;35000;35000;477;0;3240;180;0;0;3240;180;0.013628571428571429;0.0011485714285714285;;86056;239297;175551;669647;89691;86064;239246;173514;669989;89977
6;15;37800;37800;1397;0;3000;1140;0;0;3000;1140;0.03695767195767196;0.0010634920634920635;;251794;500313;178635;764042;301868;251774;500760;176669;764470;301746
7;14;40000;40000;2053;0;2835;855;15;0;2835;840;0.051325;0.0010049999999999998;;369985;883377;321006;1021834;423400;369972;851496;318974;1022346;412099
8;13;52500;52500;75;0;2160;0;-9;0;2160;9;0.0014285714285714286;0.0007657142857142857;;13687;13830;204361;1400100;13687;13691;427061;202367;1400681;14572
9;12;54000;54000;1578;0;2100;345;-21;0;2100;366;0.029222222222222222;0.0007444444444444445;;284382;881607;175555;1422163;307637;284363;880942;173518;1422819;308253
10;11;65625;65625;10414;0;1728;4722;86;0;1728;4636;0.1586895238095238;0.0006125714285714285;;2025701;3579081;18055;1715087;2583178;2025266;3554896;16018;1715831;2560332
11;10;67500;67500;531;0;1680;108;3;0;1680;105;0.007866666666666666;0.0005955555555555556;;95780;2730486;148540;4050628;124994;95784;1156744;146536;4050095;114652
12;9;70000;70000;864;0;1620;279;33;0;1620;246;0.012342857142857143;0.0005742857142857142;;155722;3369395;416311;4222517;231547;155726;751487;414356;4221580;186050
13;8;75000;75000;1938;0;1512;354;18;0;1512;336;0.02584;0.000536;;349162;1591376;175555;4389706;415364;349151;1590941;173518;4389023;409431
14;7;87500;87500;221;0;1296;33;3;0;1296;30;0.0025257142857142856;0.00045942857142857146;;39969;742700;85555;4747585;46587;39973;742252;83518;4746991;45860
15;6;90000;90000;1238;0;1260;240;33;0;1260;207;0.013755555555555556;0.0004466666666666667;;223174;3745040;384349;4796197;283656;223162;3032869;382439;4795716;274826
16;5;100000;100000;1179;0;1134;417;8;0;1134;409;0.01179;0.000402;;212551;3331231;321097;5151137;358450;212544;3329114;319041;5150336;357168
17;4;113400;113400;2293;0;1000;699;-1;0;1000;700;0.020220458553791888;0.0003544973544973545;;413191;4523002;439812;5372509;713915;413170;4289610;437925;5371796;709824
18;3;141750;141750;1704;0;800;325;1;0;800;324;0.012021164021164021;0.00028359788359788357;;307050;3904184;40555;5944688;478768;307040;3902059;38518;5943651;478698
19;2;181440;181440;2714;0;625;454;-1;0;625;455;0.014958112874779541;0.00022156084656084656;;488975;5487439;9955;6242540;834294;488977;5485245;7918;6238398;833945
20;1;540000;540000;8315;0;210;574;0;0;210;574;0.015398148148148149;7.444444444444444e-05;;1620977;7067156;1016742;7252180;2936968;1620569;7062889;1015349;7247392;2935539
;;113400000;;;;;10785;;;;10617;0.5809855820105819;0.018752910052910052;0.599738492063492
;;;;;;;0.015577190542420028;;;;;
