ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;15750;15750;820;0;7200;0;0;0;7200;0;0.05206349206349206;0.0025523809523809527;;147804;147806;40552;195733;147804;147808;147810;38508;195613;147808
2;19;20000;20000;1064;0;5670;360;0;0;5670;360;0.0532;0.0020099999999999996;;191844;354254;175547;352218;201141;191851;354139;173508;351991;201103
3;18;22500;22500;852;0;5040;90;0;0;5040;90;0.037866666666666667;0.0017866666666666669;;153563;314390;85552;552038;153569;153571;313974;83517;551902;153571
4;17;25200;25200;1645;0;4500;450;0;0;4500;450;0.06527777777777778;0.0015952380952380953;;296425;506145;31552;713773;314413;296416;505519;29517;713731;314376
5;16;42000;42000;1274;0;2700;270;0;0;2700;270;0.030333333333333334;0.0009571428571428571;;229658;402513;175552;1018298;245890;229659;402310;173517;1018341;245845
6;15;52500;52500;523;0;2160;0;0;0;2160;0;0.009961904761904762;0.0007657142857142857;;94331;98950;85552;1256264;94335;94339;98825;83508;1256367;94343
7;14;54000;54000;1846;0;2100;180;60;0;2100;120;0.034185185185185187;0.0007444444444444445;;332592;642440;175552;1358889;347271;332612;642042;173518;1358995;344331
8;13;60480;60480;2264;0;1875;750;0;0;1875;750;0.03743386243386243;0.0006646825396825397;;407964;1120622;9956;1699928;488009;407950;1119442;7921;1700120;487653
9;12;63000;63000;1505;0;1800;360;120;0;1800;240;0.02388888888888889;0.0006380952380952382;;271232;902592;332212;2116266;327403;271222;480455;330201;2116622;297327
10;11;67500;67500;2231;0;1680;1035;0;0;1680;1035;0.03305185185185185;0.0005955555555555556;;402018;1392873;247877;2396074;569042;402018;1188364;245885;2396543;561705
11;10;70000;70000;2889;0;1620;990;45;0;1620;945;0.04127142857142857;0.0005742857142857142;;520471;1550473;175556;2806647;693475;520458;1269398;173521;2807203;659499
12;9;75600;75600;194;0;1500;45;0;0;1500;45;0.002566137566137566;0.0005317460317460317;;35107;196164;336809;3498623;37972;35111;195724;334822;3497009;37974
13;8;100800;100800;2202;0;1125;555;-5;0;1125;560;0.021845238095238095;0.00039880952380952383;;396796;2152000;336816;3540528;546140;396798;2151357;334801;3540872;544806
14;7;101250;101250;2032;0;1120;537;8;0;1120;529;0.020069135802469135;0.000397037037037037;;366211;2315271;40556;4317227;567142;366198;1677794;38521;4316802;548290
15;6;129600;129600;3049;0;875;751;4;0;875;747;0.023526234567901233;0.00031018518518518515;;549384;3101473;31556;5001722;830457;549372;3099311;29521;5000944;830087
16;5;157500;157500;2784;0;720;535;0;0;720;535;0.017676190476190477;0.00025523809523809527;;501574;1964507;508582;5559893;716435;501574;1962797;506787;5559223;716115
17;4;162000;162000;1279;0;700;405;0;0;700;405;0.007895061728395061;0.00024814814814814816;;230541;1995813;517298;6231463;452760;230562;1994380;515267;6230392;445193
18;3;196875;196875;4451;0;576;728;0;0;576;728;0.02260825396825397;0.0002041904761904762;;801872;5797470;18056;6455867;1437835;801875;5794720;16021;6451840;1436780
19;2;787500;787500;294;0;144;23;1;0;144;22;0.0003733333333333333;5.104761904761905e-05;;53110;2260985;1831868;7266086;113597;53118;2259485;1830438;7262154;111380
20;1;900000;900000;44428;0;126;1907;2;0;126;1905;0.04936444444444445;4.4666666666666664e-05;;13883762;20803823;538832;7327477;17047432;13876119;20793505;536901;7323625;17036725
;;113400000;;;;;9971;;;;9736;0.5844584215167548;0.015325275132275136;0.5997836966490299
;;;;;;;0.023568348209808444;;;;;
