ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;10000;10000;191;0;100;0;0;0;100;0;0.0191;0.004019999999999999;;34586;34586;175557;192636;34586;34588;34590;173531;190931;34588
2;19;11000;11000;354;0;91;0;0;0;91;0;0.03218181818181818;0.0036545454545454546;;63922;63928;176211;235110;63922;63926;63932;174236;265195;63929
3;18;11000;11000;135;0;91;0;0;0;91;0;0.012272727272727272;0.0036545454545454546;;24499;24499;248511;306363;24499;24507;24509;174724;271599;24507
4;17;12000;12000;8;0;84;0;0;0;84;0;0.0006666666666666666;0.0033499999999999997;;1634;1640;176211;338167;1634;1642;1644;174236;457775;1642
5;16;12000;12000;630;0;84;1;1;0;84;0;0.0525;0.0033499999999999997;;113596;118358;186549;347212;113698;113604;119016;174724;357929;113833
6;15;14000;14000;2044;0;72;37;11;0;72;26;0.146;0.002871428571428571;;368376;656910;175557;468370;423079;368377;528564;173531;466941;399402
7;14;20000;20000;3148;0;50;29;0;0;50;29;0.1574;0.0020099999999999996;;567200;1086488;219170;844282;701728;567189;1085855;217159;842947;701554
8;13;23000;23000;747;0;44;6;-1;0;44;7;0.03247826086956522;0.0017478260869565217;;134659;761317;175840;1419081;172564;134667;761586;174030;1417841;175705
9;12;26000;26000;873;0;39;3;0;0;39;3;0.033576923076923074;0.001546153846153846;;157337;400932;176416;1574744;167462;157345;400889;174043;1572557;167453
10;11;29000;29000;2073;0;35;35;-1;0;35;36;0.07148275862068966;0.001386206896551724;;373591;1767670;176229;1726727;668507;373598;1766973;174269;1797963;640939
11;10;29000;29000;356;0;35;5;1;0;35;4;0.012275862068965518;0.001386206896551724;;64279;997284;559578;2266344;110911;64283;832301;175054;1952554;101414
12;9;32000;32000;1031;0;32;15;6;0;32;9;0.03221875;0.00125625;;185918;1514820;176229;2475789;303827;185920;922860;174269;3166017;252368
13;8;32000;32000;1680;0;32;19;-6;0;32;25;0.0525;0.00125625;;302744;1589527;371678;2669602;581924;302744;1445845;175054;2473920;645117
14;7;37000;37000;64;0;28;1;0;0;28;1;0.0017297297297297297;0.0010864864864864863;;11715;148950;176406;3362030;16615;11719;148727;174030;3359940;16614
15;6;48000;48000;823;0;21;8;0;0;21;8;0.017145833333333332;0.0008374999999999999;;148327;1317661;309081;3381739;353079;148335;1454193;307280;3717557;329213
16;5;58000;58000;3434;0;17;36;2;0;17;34;0.05920689655172414;0.000693103448275862;;618803;3484816;632505;3538247;1896657;618689;3260152;630920;3536352;1766344
17;4;64000;64000;3221;0;16;31;2;0;16;29;0.050328125;0.000628125;;580351;4090998;683129;7030938;1795994;580351;2923623;681325;6358786;1551896
18;3;78000;78000;1721;0;13;13;0;0;13;13;0.022064102564102565;0.0005153846153846154;;310122;3648324;449192;9227056;883278;310123;3647166;447571;9017738;1235292
19;2;91000;91000;3690;1;11;33;-3;0;11;36;0.04054945054945055;0.0004417582417582418;;982326;9210635;175571;9716584;4389209;981422;9208441;173554;9383620;3752399
20;1;92000;92000;1627;1;11;11;4;0;11;7;0.017684782608695652;0.0004369565217391304;;293190;4720515;743839;20266216;1088384;293191;1573049;740959;11945905;475398
;;1000000;;;;;283;;;;267;0.8633626870943915;0.03612872752037762;0.8994914146147691
;;;;;;;0.05653710247349823;;;;;
