ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;12000;12000;935;0;84;0;0;0;84;0;0.07791666666666666;0.0033499999999999997;;168495;168638;176211;192636;168495;168463;173668;174236;545137;168550
2;19;12000;12000;1925;0;84;0;0;0;84;0;0.16041666666666668;0.0033499999999999997;;346833;352377;352857;369148;348077;346820;352364;174236;360679;347815
3;18;14000;14000;1148;0;72;0;0;0;72;0;0.082;0.002871428571428571;;206974;213094;175557;723421;208034;206962;215963;173531;721171;207980
4;17;23000;23000;209;0;44;0;0;0;44;0;0.009086956521739131;0.0017478260869565217;;37810;42498;176303;937770;37912;37814;42300;174019;935612;37913
5;16;29000;29000;2807;0;35;13;0;0;35;13;0.09679310344827587;0.001386206896551724;;505720;1312761;175557;983018;647785;505724;1313520;173531;980960;647537
6;15;33000;33000;353;0;31;2;-3;0;31;5;0.010696969696969696;0.0012181818181818183;;63735;605950;176221;1496337;88517;63739;605507;174256;1970790;115317
7;14;33000;33000;2601;0;31;19;1;0;31;18;0.07881818181818182;0.0012181818181818183;;468629;1797350;248559;1567643;758757;468628;1749444;175644;1494393;738127
8;13;36000;36000;13;0;28;1;1;0;28;0;0.0003611111111111111;0.0011166666666666666;;2535;778749;709890;2043920;30614;2543;7072;708323;2153911;2866
9;12;36000;36000;576;0;28;1;0;0;28;1;0.016;0.0011166666666666666;;103872;324804;721264;2054092;112283;103880;324558;708192;2042155;112645
10;11;37000;37000;189;0;28;2;-1;0;28;3;0.0051081081081081085;0.0010864864864864863;;34223;590156;175561;2165752;63651;34231;590024;173535;2164184;65668
11;10;46000;46000;1246;0;22;4;-3;0;22;7;0.02708695652173913;0.0008739130434782608;;224611;981494;222844;2207728;309828;224613;2060895;220822;2294486;475421
12;9;49000;49000;3236;0;21;20;1;0;21;19;0.06604081632653061;0.0008204081632653061;;583054;2753651;176409;3197112;1268249;583057;2253817;174030;3195172;1224719
13;8;52000;52000;1515;0;20;15;-2;0;20;17;0.029134615384615384;0.000773076923076923;;273043;2106985;176317;3788173;651550;273046;2106675;174067;4476123;687405
14;7;65000;65000;399;0;16;0;-1;0;16;1;0.006138461538461539;0.0006184615384615384;;72014;72157;175561;4069145;72056;72018;675017;173535;4067375;109739
15;6;66000;66000;955;0;15;7;2;0;15;5;0.01446969696969697;0.0006090909090909092;;172235;929288;727590;4149303;293810;172235;928554;725951;4147607;278974
16;5;67000;67000;7300;0;15;39;2;0;15;37;0.10895522388059702;0.0006000000000000001;;2029381;5546899;175571;4380758;3384196;2173937;5828348;173554;4378703;3244254
17;4;77000;77000;678;0;13;5;2;0;13;3;0.008805194805194805;0.0005220779220779221;;122232;1762615;273832;8750894;395369;122236;2031004;389484;8514917;314679
18;3;78000;78000;3618;1;13;25;0;0;13;25;0.046384615384615385;0.0005153846153846154;;651936;7898489;257115;10521549;3605178;926563;4524940;255207;8645499;2158943
19;2;81000;81000;113;1;13;1;1;0;13;0;0.0013950617283950617;0.0004962962962962963;;20538;20681;996875;20844125;20558;20546;20681;1136452;9851734;20554
20;1;88000;88000;2585;1;11;16;4;0;11;12;0.029375;0.0004568181818181818;;465755;5702657;202764;20952955;2037605;465736;5590702;200449;9880481;1697283
;;1000000;;;;;170;;;;166;0.874983406577565;0.024747172604070226;0.8997305791816352
;;;;;;;0.023529411764705882;;;;;
