ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;10000;10000;256;0;100;0;0;0;100;0;0.0256;0.004019999999999999;;46280;46282;175552;192631;46280;46284;46286;173517;191592;46284
2;19;11000;11000;183;0;91;0;0;0;91;0;0.016636363636363637;0.0036545454545454546;;33135;33141;175552;246804;33135;33143;33145;173517;245670;33143
3;18;15000;15000;1260;0;67;6;0;0;67;6;0.084;0.00268;;227143;274261;175552;287268;231757;227145;273955;173517;286230;231703
4;17;16000;16000;481;0;63;1;0;0;63;1;0.0300625;0.0025125;;86770;133138;175552;521777;87582;86778;132717;173517;520832;87575
5;16;18000;18000;103;0;56;1;1;0;56;0;0.005722222222222222;0.0022333333333333333;;18736;18879;175552;616128;18736;18744;18880;173517;615258;18744
6;15;20000;20000;1159;0;50;6;3;0;50;3;0.05795;0.0020099999999999996;;208954;256086;231385;642336;213965;208955;255823;229475;721178;212610
7;14;20000;20000;398;0;50;1;0;0;50;1;0.0199;0.0020099999999999996;;71827;103956;449004;858845;72667;71831;118666;229909;759796;73259
8;13;27000;27000;933;0;38;6;0;0;38;6;0.034555555555555555;0.001488888888888889;;168132;272901;176214;938345;179889;168140;272165;174236;952197;179817
9;12;27000;27000;36;0;37;0;0;0;37;0;0.0013333333333333333;0.001488888888888889;;6683;6687;353187;1114266;6683;6687;6691;202442;937777;6687
10;11;33000;33000;410;0;31;0;0;0;31;0;0.012424242424242424;0.0012181818181818183;;74003;74146;217797;1128585;74020;74011;78567;215814;1551687;74172
11;10;39000;39000;816;0;26;2;0;0;26;2;0.020923076923076923;0.0010307692307692307;;147069;289674;176282;1210344;154911;147077;289495;174016;1210108;154880
12;9;45000;45000;1129;0;23;3;1;0;23;2;0.02508888888888889;0.0008933333333333334;;203541;364338;412466;1365387;214786;203529;250370;410099;1397918;207940
13;8;61000;61000;6378;0;17;47;-2;0;17;49;0.10455737704918033;0.000659016393442623;;1212739;2570049;175556;1576825;1652766;1212058;2569635;173521;2539237;1738453
14;7;73000;73000;3858;0;14;23;0;0;14;23;0.05284931506849315;0.0005506849315068494;;695014;2796441;175566;2839476;1301973;695018;2794649;173540;2838620;1333307
15;6;74000;74000;3140;0;14;18;3;0;14;15;0.04243243243243243;0.0005432432432432432;;565765;1583564;176403;4319556;850632;565764;1583011;174029;4317174;766625
16;5;82000;82000;5285;0;13;30;-5;0;12;35;0.06445121951219512;0.0004902439024390243;;984146;5602625;176401;4893363;1772916;1011099;5025289;174016;4992884;1759868
17;4;88000;88000;9603;0;11;50;3;0;11;47;0.109125;0.0004568181818181818;;1840062;7880292;301438;6576405;3989556;1838946;5747587;299537;6572815;3507183
18;3;89000;89000;1017;0;11;6;2;0;11;4;0.011426966292134832;0.00045168539325842697;;183404;1473974;985207;9524606;354038;183405;1473935;1218589;9306268;385527
19;2;95000;95000;2586;0;11;11;-2;0;11;13;0.027221052631578948;0.0004231578947368421;;465942;1965083;176214;9716305;721934;465942;2530368;174236;12921112;956024
20;1;95000;95000;11804;1;10;73;9;0;11;64;0.12425263157894736;0.0004231578947368421;;3908359;14744170;651109;10462591;8531146;2811416;7131763;466058;9710563;4172088
;;1000000;;;;;284;;;;271;0.8705121775486452;0.02923844878312298;0.8997506263317682
;;;;;;;0.045774647887323945;;;;;
