ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;20;15750;15750;831;0;7200;0;0;0;7200;0;0.05276190476190476;0.0012482539682539683;;150411;151631;4423;143421;150464;150346;151328;4385;142332;151192
2;19;20000;20000;2918;0;5670;720;0;0;5670;720;0.1459;0.0009830000000000001;;526387;689076;4536;180436;545692;526379;689988;3640;180436;546492
3;18;35000;35000;1493;0;3240;90;0;0;3240;90;0.04265714285714286;0.0005617142857142857;;269773;436375;4536;710139;273692;269794;437215;3640;710286;274242
4;17;50400;50400;1098;0;2250;180;0;0;2250;180;0.021785714285714287;0.0003900793650793651;;198628;733473;40536;983015;230817;198540;734411;39647;983158;231326
5;16;52500;52500;109;0;2160;0;0;0;2160;0;0.0020761904761904763;0.0003744761904761905;;20443;25362;94536;1184716;20476;20419;25819;93640;1507986;20421
6;15;60480;60480;2294;0;1875;627;12;0;1875;615;0.03792989417989418;0.00032506613756613757;;414032;1226957;11760;1207910;525035;413981;1227019;10841;1689546;524533
7;14;63000;63000;393;0;1800;90;7;0;1800;83;0.006238095238095238;0.00031206349206349207;;71612;613449;158830;1625304;97330;71555;613804;158635;2311322;95695
8;13;67500;67500;3028;0;1680;794;-39;0;1680;833;0.04485925925925926;0.0002912592592592593;;546279;1506324;4543;1700207;727403;546222;1566295;3645;2825410;745705
9;12;75000;75000;1537;0;1512;230;-87;0;1512;317;0.020493333333333332;0.0002621333333333334;;277649;1873587;4543;2249834;323795;277593;1513178;3645;4190270;350874
10;11;75600;75600;1064;0;1500;324;-26;0;1500;350;0.014074074074074074;0.0002600529100529101;;192513;1563741;40543;2613233;267436;192457;1007377;39652;3298158;272469
11;10;84375;84375;2836;0;1344;657;-85;0;1344;742;0.03361185185185185;0.00023300740740740743;;511602;2031385;27043;2726960;697082;511544;2032311;26152;5244475;738242
12;9;87500;87500;1450;0;1296;233;-33;0;1296;266;0.01657142857142857;0.0002246857142857143;;261937;2009284;94543;3399913;335057;261936;2009502;93645;7120405;341927
13;8;90720;90720;58;0;1250;11;-5;0;1250;16;0.0006393298059964727;0.00021671075837742504;;11296;532119;11743;4189103;13473;11239;1530785;10852;7117938;16529
14;7;94500;94500;1842;0;1200;247;-137;0;1200;384;0.01949206349206349;0.00020804232804232805;;332559;1592910;234930;4203235;426958;332503;2010663;234719;6800350;481104
15;6;100000;100000;1430;0;1134;383;64;0;1134;319;0.0143;0.0001966;;258405;2194183;534625;4538802;383336;258349;2702662;534444;8936272;376693
16;5;120000;120000;31577;0;945;8223;921;0;945;7302;0.26314166666666666;0.00016383333333333335;;7653852;12270998;534682;4800155;10521973;7653323;11177276;534500;4798019;9385951
17;4;129600;129600;5275;0;875;1122;-19;0;875;1141;0.04070216049382716;0.00015169753086419755;;950960;13772569;4543;15052447;2108597;950904;12734401;3652;13320436;1915727
18;3;140000;140000;73;0;810;20;-7;0;810;27;0.0005214285714285714;0.00014042857142857143;;13999;2486990;808763;16817725;33238;13942;1768556;808465;15529771;40151
19;2;157500;157500;16852;3;720;3672;400;0;720;3272;0.1069968253968254;0.00012482539682539683;;3727877;20218816;270436;16835240;9381736;3727635;17581324;270436;16028731;7848670
20;1;810000;810000;4087;0;140;148;0;0;140;148;0.005045679012345679;2.4271604938271607e-05;;737000;21021975;555278;41612363;2575974;736944;21021877;555103;41611160;2579514
;;113400000;;;;;17771;;;;16805;0.8897980423280423;0.006692201587301588;0.8964902439153438
;;;;;;;0.054358224072927806;;;;;
