ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;10;11000;11000;369;0;91;0;0;0;91;0;0.033545454545454545;0.0;;67270;68330;5049;16656;67305;67184;68166;4385;1327124;67663
2;9;11000;11000;6476;0;91;0;0;0;91;0;0.5887272727272728;0.0;;1167261;1176755;75579;86737;1170159;1167175;1178513;4392;353385;1171168
3;8;24000;24000;2992;0;42;11;-11;0;42;22;0.12466666666666666;0.0;;539783;1793402;4655;1256216;867253;539732;1795125;3666;2749912;1195609
4;7;38000;38000;990;0;27;3;-6;0;26;9;0.02605263157894737;0.0;;179200;1425999;4638;1798675;317799;179149;1975929;176762;6141281;632582
5;6;54000;54000;581;0;19;1;-3;0;18;4;0.01075925925925926;0.0;;105440;1351775;4655;2149503;171431;105387;1361568;1977908;8420399;383866
6;5;57000;57000;1857;0;18;8;4;0;17;4;0.032578947368421055;0.0;;335262;2131630;4657;3333965;917533;335208;1589944;3331748;9209658;630406
7;4;65000;65000;1455;0;16;7;1;0;15;6;0.022384615384615385;0.0;;262892;3487877;4655;3671786;875864;262840;2064020;3669593;9968988;872653
8;3;68000;68000;7103;1;15;64;34;0;14;30;0.10445588235294118;0.0;;4617342;11493541;4679;3937177;7798262;2530871;5757485;3935007;8280313;4030359
9;2;82000;82000;1399;3;12;4;0;0;12;4;0.0170609756097561;0.0;;252734;11746739;93521;23701662;1981790;252759;1511955;9152697;13835555;670981
10;1;96000;96000;2838;7;7;24;15;0;10;9;0.0295625;0.0;;2028065;25466969;30219549;51269317;17814745;511903;3740699;8440754;14237414;1711390
;;1000000;;;;;122;;;;88;0.9897942054933342;0.0;0.9897942054933342
;;;;;;;0.2786885245901639;;;;;
