ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;10;33000;33000;7535;0;31;0;0;0;31;0;0.22833333333333333;0.0;;1358001;1370692;4638;16656;1361584;1357913;1373298;3640;2095632;1362440
2;9;39000;39000;1116;0;26;0;0;0;26;0;0.028615384615384615;0.0;;201875;206120;4657;1377466;202207;201789;207183;94095;3600436;202719
3;8;43000;43000;12010;0;23;18;18;0;23;0;0.27930232558139534;0.0;;2164085;3751542;4638;1581558;2716604;2164032;2180957;314434;3877521;2171887
4;7;47000;47000;5189;0;21;6;4;0;21;2;0.11040425531914894;0.0;;935491;3110884;4655;3747917;1349074;935436;2516434;165422;5340228;1080016
5;6;50000;50000;3527;0;20;4;4;0;20;0;0.07054;0.0;;636090;3755922;4655;4685853;976613;636035;645510;2639287;6645940;638518
6;5;56000;56000;2307;0;18;7;6;0;18;1;0.04119642857142857;0.0;;416366;3445197;4669;5324330;783762;416312;1791373;2399487;6690719;493513
7;4;64000;64000;1709;0;16;3;2;0;16;1;0.026703125;0.0;;308622;5640940;4655;5743140;825723;308570;1682660;3628551;8268308;395453
8;3;86000;86000;4745;0;12;12;7;0;11;5;0.055174418604651165;0.0;;855575;6926938;2705327;7628779;2664702;855402;2229204;7191616;10310699;1231876
9;2;88000;88000;1768;0;12;2;2;0;11;0;0.02009090909090909;0.0;;319230;635507;646271;14557934;363109;319179;323517;9106871;12265894;320017
10;1;100000;100000;12955;9;9;37;30;0;10;7;0.12955;0.0;;13335427;23547762;14786375;20557450;18000170;2343003;3910671;8831685;13299303;3321206
;;1000000;;;;;89;;;;16;0.9899101801162511;0.0;0.9899101801162511
;;;;;;;0.8202247191011236;;;;;
