ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;10;12000;12000;690;0;84;0;0;0;84;0;0.0575;0.0;;125053;125088;4638;16656;125082;124967;125949;3640;438408;125883
2;9;26000;26000;247;0;39;0;0;0;39;0;0.0095;0.0;;45328;45458;4638;144520;45352;45275;49503;3647;2929967;45806
3;8;34000;34000;4372;0;30;15;4;0;30;11;0.12858823529411764;0.0;;788306;973444;4655;192195;842789;788252;975104;3647;3578470;833463
4;7;35000;35000;9712;0;29;36;13;0;29;23;0.2774857142857143;0.0;;1750118;2864641;4655;982775;2021071;1750116;1948227;3647;3339184;1848663
5;6;52000;52000;4015;0;19;11;2;0;19;9;0.07721153846153846;0.0;;724044;2617889;53839;2868242;1142372;723992;2742992;423980;6138707;881053
6;5;55000;55000;572;0;18;1;-2;0;18;3;0.0104;0.0;;103825;1809366;4655;3594673;198940;103772;1993809;835033;7636625;223790
7;4;66000;66000;1533;0;15;1;-3;0;15;4;0.02322727272727273;0.0;;276934;2330823;4657;3701075;413926;276882;410432;2787172;9033942;312390
8;3;69000;69000;7242;0;15;19;-1;0;15;20;0.10495652173913043;0.0;;1305256;4904535;4655;3980624;2437588;1309446;4183519;1861175;8934651;1781511
9;2;76000;76000;317;0;13;0;-3;0;13;3;0.004171052631578948;0.0;;57925;58937;4655;5473624;58008;57872;191374;4584631;10328753;88503
10;1;80000;80000;23746;11;11;97;60;0;12;37;0.296825;0.0;;12774092;17856768;3923471;10300161;14713182;4562125;8211838;3925844;6860344;6248053
;;1000000;;;;;180;;;;110;0.9898653351393525;0.0;0.9898653351393525
;;;;;;;0.3888888888888889;;;;;
