ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;10;15000;15000;653;0;67;0;0;0;67;0;0.043533333333333334;0.0;;118389;118424;5380;16656;118418;118438;123086;4385;810160;119319
2;9;15000;15000;2573;0;67;0;0;0;67;0;0.17153333333333334;0.0;;464367;473034;126703;137856;465795;464164;472625;4385;342664;465850
3;8;21000;21000;1238;0;48;0;0;0;48;0;0.05895238095238095;0.0;;223842;228790;4638;604442;224198;223790;230415;3640;2088240;224689
4;7;37000;37000;7546;0;27;23;-6;0;27;29;0.20394594594594595;0.0;;1360008;2192544;4655;830560;1750723;1359924;2193438;3663;4145062;1936754
5;6;47000;47000;9087;0;21;25;2;0;21;23;0.19334042553191488;0.0;;1637600;4424982;4657;2192985;2577087;1637550;3834991;3674;4481021;2298157
6;5;66000;66000;5532;0;15;18;9;0;15;9;0.08381818181818182;0.0;;997247;5663908;4655;4657929;2162025;997166;1822096;4643778;8517354;1322917
7;4;82000;82000;1999;0;13;6;3;0;12;3;0.024378048780487806;0.0;;360929;6617807;5412;6251473;1520383;360877;960055;6177205;12444031;480594
8;3;82000;82000;10748;2;12;39;24;0;12;15;0.13107317073170732;0.0;;1936816;13224175;627956;6626473;7442009;2530295;4133794;6250139;9900436;2783657
9;2;93000;93000;3265;5;11;11;5;0;11;6;0.03510752688172043;0.0;;588933;13588722;232498;29409070;5938448;588877;2791068;8795322;13608905;1339292
10;1;100000;100000;4423;7;7;11;6;0;10;5;0.04423;0.0;;797411;41384542;22781315;68140623;17137988;797434;5232512;8266087;15416853;1387209
;;1000000;;;;;133;;;;90;0.9899123473090058;0.0;0.9899123473090058
;;;;;;;0.3233082706766917;;;;;
