ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;10;12000;12000;534;0;84;0;0;0;84;0;0.0445;0.0;;96969;97004;4638;16656;96998;96883;97865;3640;14774;97830
2;9;28000;28000;4210;0;36;12;-4;0;36;16;0.15035714285714286;0.0;;759146;867274;4655;116436;795294;759062;868711;3647;2243528;807726
3;8;39000;39000;4204;0;26;9;-5;0;26;14;0.1077948717948718;0.0;;758057;1632771;4655;877799;905111;758009;1631909;3674;4310405;925967
4;7;42000;42000;1812;0;24;1;-6;0;24;7;0.04314285714285714;0.0;;327152;432276;4655;1645820;332253;327100;437163;3666;5065179;359075
5;6;46000;46000;6782;0;22;22;6;0;22;16;0.14743478260869566;0.0;;1222377;2426051;4655;1967737;1632142;1222295;2099265;175574;3891388;1411419
6;5;57000;57000;12951;0;18;44;16;0;17;28;0.22721052631578947;0.0;;2437795;5642870;4658;3297544;4015702;2437708;3319135;2442902;5617996;2924829
7;4;70000;70000;2061;0;15;3;2;0;14;1;0.029442857142857142;0.0;;372098;6113083;4655;6608748;819806;372046;476140;5733499;9428301;380697
8;3;85000;85000;7890;1;12;24;12;0;12;12;0.09282352941176471;0.0;;1422028;9515199;4655;6983344;4033458;1421858;2630500;6673562;9632502;2013967
9;2;87000;87000;6949;4;12;22;15;0;11;7;0.0798735632183908;0.0;;1356863;10438332;4679;19260436;5836509;1255279;2127466;8328386;11844097;1461748
10;1;98000;98000;6592;7;7;17;10;0;10;7;0.06726530612244898;0.0;;1188183;31652445;19998825;46669297;19142831;1192328;2059853;9973248;13168330;1397781
;;1000000;;;;;154;;;;108;0.9898454366148186;0.0;0.9898454366148186
;;;;;;;0.2987012987012987;;;;;
