ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;10;18000;18000;1204;0;56;0;0;0;56;0;0.06688888888888889;0.0;;217719;222522;4638;16656;218206;217633;223971;3647;694428;219000
2;9;25000;25000;2287;0;40;4;0;0;40;4;0.09148;0.0;;412776;642582;4057;237184;436145;412689;643122;3640;1875305;436693
3;8;37000;37000;4951;0;27;9;1;0;27;8;0.1338108108108108;0.0;;892561;1312849;5380;652177;989544;892481;1546306;4411;2900855;983236
4;7;37000;37000;4408;0;27;9;-1;0;27;10;0.11913513513513513;0.0;;794783;1445088;900436;1547100;932284;794731;1440920;4411;3444904;911123
5;6;41000;41000;7242;0;25;21;4;0;25;17;0.1766341463414634;0.0;;1305254;3657027;4655;2344272;1874353;1305200;3652988;135326;3514693;1551951
6;5;47000;47000;3881;0;22;13;4;0;21;9;0.08257446808510638;0.0;;699835;4585537;4655;3876902;1475554;699869;3039962;1327811;5091597;926977
7;4;72000;72000;5100;0;14;15;11;0;14;4;0.07083333333333333;0.0;;919460;5706789;226194;4999408;2580998;919407;1565674;4997526;9132887;1045856
8;3;89000;89000;12084;0;11;34;20;0;11;14;0.13577528089887642;0.0;;5228489;10454226;4655;5921367;7365221;2186399;6062950;5919507;11064662;3396612
9;2;95000;95000;8046;6;10;24;17;0;10;7;0.08469473684210527;0.0;;1675101;26155419;594860;21747059;11446421;1450039;3797646;9275861;13197283;1820024
10;1;99000;99000;2775;4;4;4;3;0;10;1;0.02803030303030303;0.0;;500544;44839220;79721590;106743086;18124392;500683;4387105;7899136;15227060;892344
;;1000000;;;;;133;;;;74;0.9898571033660227;0.0;0.9898571033660227
;;;;;;;0.44360902255639095;;;;;
